GEOID,obesity_cr
6037277100,21.7
6037108201,17.1
6037267502,20.8
6037113422,25.1
6037189903,22.5
6037238100,36.6
6037232200,36.0
6037183402,23.4
6037101210,31.1
6037104610,32.1
6037191902,22.7
6037212306,23.1
6037106646,23.2
6037213401,30.2
6037205120,35.6
6037980024,24.7
6037117102,26.9
6037186203,22.2
6037291120,33.3
6037214902,20.0
6037296300,24.5
6037226420,34.8
6037238320,37.1
6037203720,36.1
6037101300,23.9
6037197500,23.7
6037212900,27.9
6037210010,31.2
6037123902,25.2
6037207302,26.7
6037262601,20.2
6037212420,25.9
6037128801,23.3
6037228900,38.5
6037275101,22.8
6037106649,24.7
6037109603,28.3
6037218701,30.4
6037127520,33.5
6037229100,34.3
6037271702,18.8
6037264302,19.9
6037270200,26.7
6037243000,34.2
6037123901,29.8
6037221120,35.0
6037219020,32.7
6037228210,36.8
6037203710,34.7
6037218120,28.7
6037204120,32.2
6037119001,26.4
6037117303,24.0
6037239702,36.1
6037119400,27.3
6037127711,27.4
6037295103,22.5
6037181400,22.5
6037183701,28.5
6037190902,30.5
6037131100,27.0
6037211910,26.7
6037269906,20.1
6037239801,35.9
6037194101,21.7
6037980010,26.8
6037106112,25.8
6037220000,34.1
6037291220,28.8
6037237300,34.9
6037128601,28.8
6037124105,29.4
6037276500,17.6
6037226410,36.6
6037141304,23.3
6037122121,29.5
6037117404,26.1
6037181600,19.5
6037296401,23.3
6037293302,25.8
6037275400,20.4
6037122200,29.4
6037195100,20.7
6037125401,23.5
6037239201,36.1
6037237202,35.1
6037127920,29.6
6037294421,30.8
6037199400,28.3
6037122410,33.5
6037143604,20.9
6037103101,24.7
6037269903,21.8
6037219700,33.7
6037191500,27.3
6037181000,20.8
6037221210,30.9
6037237600,36.5
6037123601,27.1
6037203600,31.4
6037186301,30.3
6037119700,23.2
6037218900,35.7
6037211122,25.7
6037239501,36.1
6037212102,24.3
6037106405,33.3
6037137301,22.3
6037216401,23.1
6037201503,32.2
6037127104,30.7
6037271400,21.7
6037271500,20.1
6037135201,21.9
6037113102,21.4
6037104103,28.2
6037191610,29.2
6037221602,35.0
6037143500,23.3
6037240500,37.7
6037296600,33.0
6037221402,31.2
6037296902,28.8
6037271200,20.6
6037201504,30.8
6037269000,20.4
6037211202,26.7
6037134421,21.0
6037127300,27.1
6037192300,19.7
6037277200,28.3
6037211000,19.7
6037215101,20.4
6037212410,22.3
6037104108,29.6
6037237201,33.8
6037206031,18.9
6037134002,28.1
6037269800,22.3
6037222002,34.4
6037207102,21.1
6037208620,25.2
6037120030,34.2
6037189101,21.5
6037208502,29.7
6037231220,36.5
6037226002,32.2
6037294701,35.3
6037267403,20.5
6037226001,37.5
6037106641,21.5
6037203900,30.9
6037106403,28.5
6037294620,32.1
6037104204,32.1
6037131300,27.3
6037218300,31.6
6037127400,30.1
6037201700,26.2
6037214400,21.3
6037234600,34.5
6037224020,35.9
6037228600,37.8
6037269602,29.0
6037270100,21.0
6037267404,21.5
6037204420,35.6
6037106114,31.5
6037183401,24.7
6037139401,23.9
6037125100,25.6
6037297602,27.2
6037206200,28.9
6037201402,27.9
6037275311,21.4
6037222001,32.2
6037224200,34.9
6037123510,28.7
6037234901,41.6
6037191710,31.1
6037134201,26.3
6037188100,25.2
6037204820,32.0
6037102107,24.5
6037131020,27.8
6037134901,26.7
6037262400,19.9
6037221710,29.9
6037106113,27.4
