param,rmts
"{'model__max_features': 'sqrt', 'model__n_estimators': 920}",1.4268714614033735
"{'model__max_features': 'sqrt', 'model__n_estimators': 930}",1.425742765420272
"{'model__max_features': 'sqrt', 'model__n_estimators': 940}",1.4254787318513311
"{'model__max_features': 'sqrt', 'model__n_estimators': 950}",1.426121847978179
"{'model__max_features': 'sqrt', 'model__n_estimators': 960}",1.4262640759690786
"{'model__max_features': 'sqrt', 'model__n_estimators': 970}",1.4265403098302696
"{'model__max_features': 'sqrt', 'model__n_estimators': 980}",1.4269997716856744
"{'model__max_features': 'sqrt', 'model__n_estimators': 990}",1.4268597377059453
"{'model__max_features': 'sqrt', 'model__n_estimators': 1000}",1.4271368948771546
"{'model__max_features': 'log2', 'model__n_estimators': 10}",1.580028799925304
"{'model__max_features': 'log2', 'model__n_estimators': 20}",1.505409088276833
"{'model__max_features': 'log2', 'model__n_estimators': 30}",1.4890787828853373
"{'model__max_features': 'log2', 'model__n_estimators': 40}",1.4781973798929677
"{'model__max_features': 'log2', 'model__n_estimators': 50}",1.4662739468463466
"{'model__max_features': 'log2', 'model__n_estimators': 60}",1.4562885611841676
"{'model__max_features': 'log2', 'model__n_estimators': 70}",1.4496999839216207
"{'model__max_features': 'log2', 'model__n_estimators': 80}",1.4432536166053676
"{'model__max_features': 'log2', 'model__n_estimators': 90}",1.4425723607007943
"{'model__max_features': 'log2', 'model__n_estimators': 100}",1.44716948807923
"{'model__max_features': 'log2', 'model__n_estimators': 110}",1.4441015202873884
"{'model__max_features': 'log2', 'model__n_estimators': 120}",1.4409328698714698
"{'model__max_features': 'log2', 'model__n_estimators': 130}",1.4361444824266365
"{'model__max_features': 'log2', 'model__n_estimators': 140}",1.4406063591300247
"{'model__max_features': 'log2', 'model__n_estimators': 150}",1.4373546291035892
"{'model__max_features': 'log2', 'model__n_estimators': 160}",1.4369961344706736
"{'model__max_features': 'log2', 'model__n_estimators': 170}",1.435416925971086
"{'model__max_features': 'log2', 'model__n_estimators': 180}",1.4339485354675259
"{'model__max_features': 'log2', 'model__n_estimators': 190}",1.4347947465532749
"{'model__max_features': 'log2', 'model__n_estimators': 200}",1.4336632388772168
"{'model__max_features': 'log2', 'model__n_estimators': 210}",1.4336134858107663
"{'model__max_features': 'log2', 'model__n_estimators': 220}",1.4347493472531925
"{'model__max_features': 'log2', 'model__n_estimators': 230}",1.430687291492316
"{'model__max_features': 'log2', 'model__n_estimators': 240}",1.4336964856806145
"{'model__max_features': 'log2', 'model__n_estimators': 250}",1.4307999284728634
"{'model__max_features': 'log2', 'model__n_estimators': 260}",1.4284143435766141
"{'model__max_features': 'log2', 'model__n_estimators': 270}",1.4288567065717965
"{'model__max_features': 'log2', 'model__n_estimators': 280}",1.4284093762313859
"{'model__max_features': 'log2', 'model__n_estimators': 290}",1.4283915733942572
"{'model__max_features': 'log2', 'model__n_estimators': 300}",1.4244968580336217
"{'model__max_features': 'log2', 'model__n_estimators': 310}",1.4264186927028428
"{'model__max_features': 'log2', 'model__n_estimators': 320}",1.4263597185377048
"{'model__max_features': 'log2', 'model__n_estimators': 330}",1.4254836308792633
"{'model__max_features': 'log2', 'model__n_estimators': 340}",1.424703987108538
"{'model__max_features': 'log2', 'model__n_estimators': 350}",1.4229130371350687
"{'model__max_features': 'log2', 'model__n_estimators': 360}",1.4224710225676094
"{'model__max_features': 'log2', 'model__n_estimators': 370}",1.422659724021965
"{'model__max_features': 'log2', 'model__n_estimators': 380}",1.4253536584076056
"{'model__max_features': 'log2', 'model__n_estimators': 390}",1.4260568196664634
"{'model__max_features': 'log2', 'model__n_estimators': 400}",1.425522239821592
"{'model__max_features': 'log2', 'model__n_estimators': 410}",1.4256212284649081
"{'model__max_features': 'log2', 'model__n_estimators': 420}",1.4253862059945674
"{'model__max_features': 'log2', 'model__n_estimators': 430}",1.425073319086077
"{'model__max_features': 'log2', 'model__n_estimators': 440}",1.424689419208765
"{'model__max_features': 'log2', 'model__n_estimators': 450}",1.4258446733830095
"{'model__max_features': 'log2', 'model__n_estimators': 460}",1.4263101456330523
"{'model__max_features': 'log2', 'model__n_estimators': 470}",1.42778769596449
"{'model__max_features': 'log2', 'model__n_estimators': 480}",1.4287185300514267
"{'model__max_features': 'log2', 'model__n_estimators': 490}",1.4279906328280882
"{'model__max_features': 'log2', 'model__n_estimators': 500}",1.4292709583727505
"{'model__max_features': 'log2', 'model__n_estimators': 510}",1.4276989706219785
"{'model__max_features': 'log2', 'model__n_estimators': 520}",1.4275599136431416
"{'model__max_features': 'log2', 'model__n_estimators': 530}",1.4271569936002602
"{'model__max_features': 'log2', 'model__n_estimators': 540}",1.4270889939268845
"{'model__max_features': 'log2', 'model__n_estimators': 550}",1.4283360431002923
"{'model__max_features': 'log2', 'model__n_estimators': 560}",1.4269243215241716
"{'model__max_features': 'log2', 'model__n_estimators': 570}",1.425833827866188
"{'model__max_features': 'log2', 'model__n_estimators': 580}",1.425713125655842
"{'model__max_features': 'log2', 'model__n_estimators': 590}",1.425654750243278
"{'model__max_features': 'log2', 'model__n_estimators': 600}",1.4256038917791929
"{'model__max_features': 'log2', 'model__n_estimators': 610}",1.4270233771560696
"{'model__max_features': 'log2', 'model__n_estimators': 620}",1.428024340047572
"{'model__max_features': 'log2', 'model__n_estimators': 630}",1.4284556640353816
"{'model__max_features': 'log2', 'model__n_estimators': 640}",1.428851538349019
"{'model__max_features': 'log2', 'model__n_estimators': 650}",1.4287607219792557
"{'model__max_features': 'log2', 'model__n_estimators': 660}",1.4293222211471421
"{'model__max_features': 'log2', 'model__n_estimators': 670}",1.430602785720529
"{'model__max_features': 'log2', 'model__n_estimators': 680}",1.4307903276530864
"{'model__max_features': 'log2', 'model__n_estimators': 690}",1.4296552897690369
"{'model__max_features': 'log2', 'model__n_estimators': 700}",1.4299179025700628
"{'model__max_features': 'log2', 'model__n_estimators': 710}",1.43034143616658
"{'model__max_features': 'log2', 'model__n_estimators': 720}",1.4311023017936757
"{'model__max_features': 'log2', 'model__n_estimators': 730}",1.4316966429592808
"{'model__max_features': 'log2', 'model__n_estimators': 740}",1.43116788421569
"{'model__max_features': 'log2', 'model__n_estimators': 750}",1.430142209892158
"{'model__max_features': 'log2', 'model__n_estimators': 760}",1.4306937778755422
"{'model__max_features': 'log2', 'model__n_estimators': 770}",1.4304192404654716
"{'model__max_features': 'log2', 'model__n_estimators': 780}",1.4306483227377689
"{'model__max_features': 'log2', 'model__n_estimators': 790}",1.429983250472479
"{'model__max_features': 'log2', 'model__n_estimators': 800}",1.4285011468644018
"{'model__max_features': 'log2', 'model__n_estimators': 810}",1.4289824332574899
"{'model__max_features': 'log2', 'model__n_estimators': 820}",1.4289114188241285
"{'model__max_features': 'log2', 'model__n_estimators': 830}",1.4296809920344478
"{'model__max_features': 'log2', 'model__n_estimators': 840}",1.4292187613149396
"{'model__max_features': 'log2', 'model__n_estimators': 850}",1.4284308411758306
"{'model__max_features': 'log2', 'model__n_estimators': 860}",1.427521773642191
"{'model__max_features': 'log2', 'model__n_estimators': 870}",1.4276924726606872
"{'model__max_features': 'log2', 'model__n_estimators': 880}",1.4272023778776037
"{'model__max_features': 'log2', 'model__n_estimators': 890}",1.4269727894801103
"{'model__max_features': 'log2', 'model__n_estimators': 900}",1.4276992125358852
"{'model__max_features': 'log2', 'model__n_estimators': 910}",1.427124872707794
"{'model__max_features': 'log2', 'model__n_estimators': 920}",1.4268714614033735
"{'model__max_features': 'log2', 'model__n_estimators': 930}",1.425742765420272
"{'model__max_features': 'log2', 'model__n_estimators': 940}",1.4254787318513311
"{'model__max_features': 'log2', 'model__n_estimators': 950}",1.426121847978179
"{'model__max_features': 'log2', 'model__n_estimators': 960}",1.4262640759690786
"{'model__max_features': 'log2', 'model__n_estimators': 970}",1.4265403098302696
"{'model__max_features': 'log2', 'model__n_estimators': 980}",1.4269997716856744
"{'model__max_features': 'log2', 'model__n_estimators': 990}",1.4268597377059453
"{'model__max_features': 'log2', 'model__n_estimators': 1000}",1.4271368948771546
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 10}",1.8843874323038974
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 20}",1.8733841639973032
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 30}",1.8732376700007838
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 40}",1.874759316679653
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 50}",1.8749936991783178
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 60}",1.8779606233075297
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 70}",1.877272861362189
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 80}",1.8778753094549967
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 90}",1.8766503623083313
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 100}",1.87688832990667
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 110}",1.876979951734044
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 120}",1.8764120903500792
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 130}",1.875453983008513
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 140}",1.875189077754303
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 150}",1.8753061055456945
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 160}",1.874987232984104
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 170}",1.8750659480373055
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 180}",1.874315109989534
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 190}",1.8735428024400633
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 200}",1.874260248874793
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 210}",1.874241827806265
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 220}",1.8736695715855867
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 230}",1.873831053822131
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 240}",1.8738481839424408
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 250}",1.8743103752461336
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 260}",1.8742907045878079
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 270}",1.8744635492499113
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 280}",1.8745698117374112
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 290}",1.8747128717880674
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 300}",1.8746499716411502
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 310}",1.8748005605341145
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 320}",1.8752301891706107
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 330}",1.8752969297827422
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 340}",1.8758429358291209
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 350}",1.8753744401428447
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 360}",1.8754229780046745
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 370}",1.8751062396705593
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 380}",1.8747851087847474
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 390}",1.8750322649069378
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 400}",1.8749287730828998
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 410}",1.8751334417299672
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 420}",1.8746781712342013
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 430}",1.8743395616936753
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 440}",1.8744562200443855
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 450}",1.874225430231352
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 460}",1.8741548040317118
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 470}",1.8742829153575318
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 480}",1.8742191770673433
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 490}",1.8746111804807115
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 500}",1.8745604589897726
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 510}",1.8747128460208697
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 520}",1.8748510841183672
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 530}",1.8748985791364434
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 540}",1.8748983437960005
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 550}",1.874910649910757
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 560}",1.8746957676204428
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 570}",1.8748957022176105
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 580}",1.8751217374189733
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 590}",1.875225764508971
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 600}",1.87523613946406
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 610}",1.8752760066681748
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 620}",1.87534517307485
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 630}",1.8751728793796565
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 640}",1.8753642199078617
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 650}",1.8752805439554996
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 660}",1.875405247178484
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 670}",1.8756808869203654
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 680}",1.87588557085972
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 690}",1.875750122092016
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 700}",1.8756889759488133
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 710}",1.875670896939864
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 720}",1.8755725752646468
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 730}",1.875428165236308
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 740}",1.875305564254891
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 750}",1.8751017144032442
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 760}",1.8752619316399277
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 770}",1.875278648015779
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 780}",1.8754041348281831
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 790}",1.875575138118448
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 800}",1.8754956089008266
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 810}",1.8753423972727234
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 820}",1.8753890747373128
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 830}",1.87535888611758
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 840}",1.8754280234712901
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 850}",1.8753168441979124
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 860}",1.8751951870831862
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 870}",1.875277588243967
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 880}",1.875148451182693
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 890}",1.8752001711575108
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 900}",1.8750087073319226
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 910}",1.8749426241825449
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 920}",1.8750786304618212
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 930}",1.875060312300319
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 940}",1.8750299636852943
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 950}",1.875048474151209
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 960}",1.8750592383778422
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 970}",1.8750666870177397
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 980}",1.874840115788239
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 990}",1.875019065435875
"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 1000}",1.8749305499204902
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 10}",1.4091044257532943
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 20}",1.3408853697240255
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 30}",1.3037735124928653
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 40}",1.2902863787751158
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 50}",1.2895768220306187
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 60}",1.2811603073492768
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 70}",1.2818185913155185
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 80}",1.2768695411574689
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 90}",1.2735279199528011
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 100}",1.2666659920312897
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 110}",1.2656534946044309
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 120}",1.2661538743297847
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 130}",1.267361632484904
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 140}",1.2621884437959325
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 150}",1.2666157905427757
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 160}",1.2659033603151129
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 170}",1.267525537630617
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 180}",1.2628289148291185
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 190}",1.258644959797833
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 200}",1.2589057707896547
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 210}",1.2594117964710876
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 220}",1.2582459621146431
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 230}",1.2577466130297454
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 240}",1.2568364793956983
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 250}",1.2530617466859664
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 260}",1.2513090409983914
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 270}",1.2500768914823406
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 280}",1.250088969667871
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 290}",1.2491554411525638
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 300}",1.2477853231431224
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 310}",1.2473081991304376
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 320}",1.2455209344611111
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 330}",1.2484229198220729
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 340}",1.2488942570248003
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 350}",1.2504902078694882
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 360}",1.24941131107131
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 370}",1.2492087585487746
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 380}",1.2479894106202565
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 390}",1.2471392302888704
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 400}",1.2465894260810317
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 410}",1.2464764720095276
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 420}",1.2457389686845497
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 430}",1.2458268675127941
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 440}",1.2455899126472996
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 450}",1.2459913375466585
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 460}",1.2462010103247558
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 470}",1.2453796399703496
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 480}",1.2453651425255037
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 490}",1.245237583256492
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 500}",1.2462367619987114
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 510}",1.245570492793222
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 520}",1.2455695371003936
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 530}",1.2460684663632398
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 540}",1.2457471248966547
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 550}",1.245568091026487
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 560}",1.246232170683455
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 570}",1.2461069752422231
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 580}",1.2456975945856308
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 590}",1.245815937461586
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 600}",1.245479146829375
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 610}",1.2451890803282544
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 620}",1.2443916032526532
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 630}",1.2433086706462713
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 640}",1.2425921199595955
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 650}",1.2425914326590088
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 660}",1.2424752978547826
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 670}",1.2425843319869876
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 680}",1.2421611183824126
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 690}",1.2421440571203708
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 700}",1.242259059184224
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 710}",1.2417671842015547
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 720}",1.2416512615970552
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 730}",1.2420126996782515
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 740}",1.2417756269991647
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 750}",1.2416150841325182
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 760}",1.2414797321484587
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 770}",1.2415579339842275
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 780}",1.2416125933516005
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 790}",1.2416273990654785
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 800}",1.2415972981849075
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 810}",1.2413329380280407
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 820}",1.2403405275252175
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 830}",1.240791449646793
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 840}",1.240555965330901
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 850}",1.24080973376481
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 860}",1.2407048463426615
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 870}",1.2404981777546806
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 880}",1.2406939625542528
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 890}",1.2402084007279892
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 900}",1.24048162583229
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 910}",1.24063145127854
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 920}",1.240505490940141
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 930}",1.240528809446356
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 940}",1.2408624659556329
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 950}",1.2408079191605061
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 960}",1.2406296709561007
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 970}",1.2410500005902325
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 980}",1.241084956935479
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 990}",1.240747575272111
"{'model__bootstrap': False, 'model__max_features': 10, 'model__n_estimators': 1000}",1.2408296321709564
"{'model__bootstrap': False, 'model__max_features': 7, 'model__n_estimators': 10}",1.4114100698755117
"{'model__bootstrap': False, 'model__max_features': 7, 'model__n_estimators': 20}",1.3380053215944645
"{'model__bootstrap': False, 'model__max_features': 7, 'model__n_estimators': 30}",1.2958132267766762
"{'model__bootstrap': False, 'model__max_features': 7, 'model__n_estimators': 40}",1.2833035726437276
"{'model__bootstrap': False, 'model__max_features': 7, 'model__n_estimators': 50}",1.272364957002602
"{'model__bootstrap': False, 'model__max_features': 7, 'model__n_estimators': 60}",1.2628391362787639
"{'model__bootstrap': False, 'model__max_features': 7, 'model__n_estimators': 70}",1.2555625934570056
"{'model__bootstrap': False, 'model__max_features': 7, 'model__n_estimators': 80}",1.2549911410551111
"{'model__bootstrap': False, 'model__max_features': 7, 'model__n_estimators': 90}",1.2631724335390622
"{'model__bootstrap': False, 'model__max_features': 7, 'model__n_estimators': 100}",1.2594997148401805
"{'model__bootstrap': False, 'model__max_features': 7, 'model__n_estimators': 110}",1.2556508540015547
"{'model__bootstrap': False, 'model__max_features': 7, 'model__n_estimators': 120}",1.2560108149768496
"{'model__bootstrap': False, 'model__max_features': 7, 'model__n_estimators': 130}",1.25734425003828
