GEOID,% Black,% Ame Indi and AK Native,% Asian,% Nati Hawa and Paci Island,% Hispanic or Latino,% male,% married,% age 18-29,% age 30-39,% age 40-49,% age 50-59,% age >=60,% <highschool,median income,% unemployment,% below poverty line,% food stamp/SNAP,median value units built,median year units built,% renter-occupied housing units,population density,fafood,fitness,park,obesity_cr
6037292000,0.3578217733160078,-0.5631408624649709,0.3752175808324889,0.052854625861793264,0.24468095903380366,-1.1669473187234907,-0.08549764962551637,0.03743832615324206,0.1595590792964308,-0.1214834981490006,0.16532460542789207,-0.8781725193565315,0.011406143470766593,-0.7605272365774057,-0.14481395405238826,0.987069067885283,0.9127782002515374,-0.37359833172790946,-0.01587199809630718,0.5021537031694754,-0.9998926786668983,-0.7556463273167103,-0.7554305180605503,-0.8835421967295343,29.7
6037293202,-0.13069977720369969,-0.5631408624649709,0.3862661110374484,2.0227147970201917,0.7422532288674852,0.9222999697969831,1.1163522059987188,0.1817616838411779,0.09349853339570363,-0.6072824476224472,-0.009311942118118331,-1.7384752254311806,0.8452441289215917,-0.6651969352396464,0.49218350606630135,1.0391094498975815,1.0582252433397354,-0.7225692321102715,0.2877801675038724,0.84320798378072,-0.021660249266438083,-0.016408079709475876,-0.7046654928098482,0.25970290381127265,31.0
6037293302,0.32556314913362794,-0.29138654528589925,0.5194742526812489,6.369007417481433,-0.2051188875873542,-0.6473281458801683,0.018413542919944664,-0.8400341820587621,-0.10320881314131378,-0.608289455149216,-0.2098934203477901,0.34845397810446316,-0.1351015343175037,0.04994621278891585,-0.22676415437360706,0.1056468898681883,0.39579579753118,-0.4321867632509466,0.9709975401042765,-0.5476631914143676,-0.34211726771071854,0.682925381031111,-0.07656664738716171,0.3259300557963969,25.8
6037293304,-0.08415178603197229,-0.5631408624649709,0.2142819642460302,1.2609288019903284,0.5645738897498352,-0.3231579383143883,-0.15799053926089027,-0.14294963861537147,0.028622031125056322,0.4061954511474515,0.40414303284059405,-0.8584404282691029,0.6625025754618054,-0.13656719000241954,0.2509042399598502,-0.19502426216256344,0.026356771771473168,-0.5635841193851366,0.21186712610382752,0.18989132423959387,0.3721030050040763,0.016091003965508978,-0.658367841025763,-0.8156196164866566,27.7
6037294110,-0.6922519310475093,0.09204451458446358,-0.8269530271372633,0.6476644348790861,1.2574196590740307,0.2749032274249661,0.04831738885692272,-0.12231681083421723,-1.2868952800535591,0.4373844363756386,-0.7822251072846471,-0.0018483045933057162,0.7746686219686946,-0.406577550461978,1.4029065350806915,-0.4538931794736699,-0.04415627565898363,-0.6560173244578894,-0.24361112229644188,-0.6233136935522705,-0.4511490223083603,0.31791699960677117,-0.6446162096904513,-0.6127282706789073,31.7
6037294120,-0.27425775008178777,3.9173916302679563,-0.8134882782886529,-0.3288960009428497,1.363507493446382,0.2621643562930695,-0.3609608944975997,-0.14654337326974515,-0.5130341162941002,-0.5342030519620394,-1.4802935598902738,-0.7857663526546736,1.3590116207566434,-0.6542206795461747,2.5131019928946956,0.7647691612455674,1.0561640976795834,-0.8073233709154416,0.06004104330373772,-0.37524825291041874,-0.9888900812262389,-0.5956166626072347,-0.9321139797729268,-1.2857409683697585,33.7
6037294200,-0.5429663282041998,0.8130408315192218,-0.6661180577379623,-0.3288960009428497,1.4606730414806581,-0.2810383530597585,0.9380703034098647,0.0570060983758341,-1.068093359636511,-0.44671063810610184,-0.5057720042265629,0.03037429616864463,0.582871757273348,-0.0998229990285558,-0.9923486936548891,-0.26997811145512796,-0.4588618473327897,-0.7222848222485091,-0.6231763292966663,-0.9608253364243738,-0.17372477318303195,0.7396084604579864,-0.622567361047638,-0.3985248707700592,30.1
6037294410,1.1451459338379812,0.8371828642866085,0.7229244987787484,12.969413469038717,-0.3256002003996081,-2.7574310234822925,0.01824213338696016,-0.45436555912092536,-0.4776778711590311,0.47905615915075767,-0.318061674721338,-1.0191789996269776,-0.19711686157832023,-0.541886858683264,0.9531272929097547,1.0767106825438957,1.5237576853104164,-0.9469686130407389,1.7301279541047254,-0.07087268504419471,-0.057526499893707436,0.808905825395274,-0.5082128083201252,0.3433195869455511,30.5
6037293301,-0.6134033493856322,-0.5631408624649709,3.0853643833759725,-0.3288960009428497,-1.0902032543905043,0.6867548540024514,1.1072631861181308,-0.6656894116108124,-0.21029545479203648,-0.8001032110303415,1.519609551703201,1.381527035837194,-1.002516322424544,0.4335622020758679,-1.4841948484638128,-0.7235539698525726,-1.1926273771346483,-0.293963570434461,0.8950844987042316,-1.071370442651816,-0.5825242785332486,1.0431068485814825,0.011508371918008778,0.8505430790421531,19.9
6037294620,-0.45639062693675986,2.5383990317959966,-1.0018143389711633,-0.3288960009428497,1.6144860072555354,1.158015810631675,0.33709574682709686,0.33867989918728497,-0.335356400720554,-0.47683793578529426,-0.12904726060856378,-0.5905757341760531,1.0774045728837742,-0.6321575761623197,0.3617938165083666,-0.32733068730871323,1.2778362492900663,-0.8113051089801141,0.13595408470378262,-0.1843676298754935,-0.1550560751870749,-0.42539657994038976,-0.9683419483465199,0.09885022818882086,32.1
