mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_features,param_model__n_estimators,param_model__bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0.4063298463821411,0.014418176554952908,0.005947136878967285,0.00024452487618334325,21,10,,"{'model__max_features': 21, 'model__n_estimators': 10}",-5.028112735849056,-4.898549056603775,-4.178078301886792,-4.083575829383887,-4.495117061611373,-4.5916644549763035,-4.080756398104263,-3.6134881516587676,-4.090503317535546,-4.056178199052134,-4.31160235066619,0.41165645062957523,883,-0.7862325092056812,-0.7491729089952656,-0.7937779589689637,-0.7909553101997896,-0.8417805467928495,-0.8206662460567824,-0.8424223974763405,-0.7939811777076762,-0.8382737644584647,-0.8254401682439534,-0.8082702988105768,0.028862009317969745
0.7822591304779053,0.00819558960584354,0.012028956413269043,0.003640215229336448,21,20,,"{'model__max_features': 21, 'model__n_estimators': 20}",-4.622150825471697,-4.544702594339623,-3.7492707547169797,-3.87698779620853,-4.1039191943127955,-4.142366587677724,-3.887160189573459,-3.39877654028436,-3.959345734597156,-3.901434123222751,-4.0186114340405075,0.34277453009088765,680,-0.6572142819568645,-0.6403546685954759,-0.6608688584955286,-0.6594535226077811,-0.6535961356466875,-0.6539032991587799,-0.6764091482649841,-0.6675845820189273,-0.6827284963196634,-0.682435764984227,-0.663454875804892,0.01303957254563991
1.1648759603500367,0.007966341980422693,0.014588069915771485,0.0027355893612472787,21,30,,"{'model__max_features': 21, 'model__n_estimators': 30}",-4.652777777777777,-4.602647589098534,-3.7464909329140452,-3.8127354923644,-4.0106220115850455,-4.063015060558189,-3.6941676671932613,-3.370629383886256,-3.645326013691415,-3.6176688783570317,-3.9216080807425953,0.3991090193190867,612,-0.605311607925653,-0.6068589455841955,-0.6264147174001989,-0.6221056373408106,-0.6167457296413131,-0.5840351910269889,-0.6189520738404015,-0.6150062156794018,-0.6306599836429492,-0.6233572905713284,-0.6149447392653241,0.012780697603128922
1.5592739582061768,0.025167881138305558,0.016271090507507323,0.003344406187911112,21,40,,"{'model__max_features': 21, 'model__n_estimators': 40}",-4.613375147405659,-4.518040566037736,-3.821276886792454,-3.708145853080568,-3.944968364928911,-4.094036433649289,-3.7297750888625587,-3.2833232523696685,-3.5989532582938364,-3.5552390402843614,-3.8867133891705046,0.3988165652373971,411,-0.5638449796159917,-0.574042839295108,-0.5988137559179383,-0.5980371352523659,-0.5931826104100951,-0.565040072949527,-0.592685554679285,-0.5811233701366985,-0.6014098580441641,-0.5834258773659307,-0.5851606053667104,0.013188381930232997
1.9419787645339965,0.019496559310647033,0.01789281368255615,0.004189082878774368,21,50,,"{'model__max_features': 21, 'model__n_estimators': 50}",-4.595846056603773,-4.563975886792454,-3.8228396226415073,-3.64322927014218,-3.861989990521329,-4.054874312796209,-3.8037404928909955,-3.2864883981042663,-3.4907672227488127,-3.422248966824645,-3.8546000220066174,0.42227358097467055,383,-0.5523165386638613,-0.5738650899526565,-0.5880015739084693,-0.5841333270241852,-0.5748408496319669,-0.5552690115667722,-0.5837850851735018,-0.5699341177707681,-0.5823163533123029,-0.566617146161935,-0.5731079093166419,0.011612344018371162
2.318008637428284,0.026430015633669073,0.02032504081726074,0.003268817391634849,21,60,,"{'model__max_features': 21, 'model__n_estimators': 60}",-4.484897916666666,-4.634759499475892,-3.8299133647798733,-3.6415875065824133,-3.8403328067403883,-4.095480384412848,-3.8090069246972087,-3.3166039362822546,-3.496085624012636,-3.3411387309110063,-3.848980669456119,0.4234988465230455,382,-0.5428657767841492,-0.5587178078788945,-0.5762441229762117,-0.5778561295127935,-0.5670545843556494,-0.5519251533473543,-0.5803522155041481,-0.5734222003154575,-0.5881773790746583,-0.5633257915644351,-0.5679941161313752,0.013241010589257068
2.708658719062805,0.013911152902892552,0.023291897773742676,0.005329558831447823,21,70,,"{'model__max_features': 21, 'model__n_estimators': 70}",-4.590360916442048,-4.7127366576819405,-3.787017395071235,-3.5993424315697853,-3.8143126221104544,-4.104978189380017,-3.834385549859753,-3.3759560885965763,-3.4643159783344597,-3.3058385337073237,-3.858924436275359,0.45766375971532075,384,-0.5382389719696405,-0.549473515550355,-0.5640214215933618,-0.5631255917508962,-0.5592378216270742,-0.541768912423014,-0.5731808461554972,-0.5631173576686198,-0.5878269919955363,-0.5577752355200757,-0.559776666625407,0.013803944175854673
3.089388537406921,0.019308778187996405,0.022957396507263184,0.0039556551304494965,21,80,,"{'model__max_features': 21, 'model__n_estimators': 80}",-4.600140676591984,-4.6676515109080166,-3.796040109080189,-3.644413766291471,-3.754620342120852,-4.129403880331753,-3.862785315462085,-3.29980944164692,-3.4131082123815135,-3.320692542950241,-3.8488665797765025,0.4623318387612332,381,-0.5319507430299849,-0.5383693442596005,-0.5596373372567075,-0.5587699658254471,-0.5539533353049427,-0.5311721559542593,-0.5692038109555737,-0.5574071462605158,-0.5786732994873816,-0.5504952352786538,-0.5529632373613067,0.014694225897836017
3.4729085683822634,0.016401052410874882,0.027652645111083986,0.005052934335893252,21,90,,"{'model__max_features': 21, 'model__n_estimators': 90}",-4.538749930118801,-4.67266542627533,-3.799926613091079,-3.606724983909661,-3.7564361067228322,-4.152111245684862,-3.85883022058393,-3.3626451173132073,-3.3861177403311653,-3.3398230355157734,-3.8474030419546645,0.45009587342490476,380,-0.5225602217156672,-0.5323720465511983,-0.5586204596671026,-0.5548227551245606,-0.5540118101803174,-0.5238634789889789,-0.5614562500811369,-0.5523177305240753,-0.570459359868105,-0.5462393348132569,-0.54767234475144,0.015413096958217777
3.867038440704346,0.02364810437018449,0.030138492584228516,0.005458154449302854,21,100,,"{'model__max_features': 21, 'model__n_estimators': 100}",-4.552855165094341,-4.663167056603772,-3.74949183490566,-3.5585473838862574,-3.7453178246445478,-4.113424478672984,-3.872970004739333,-3.3531502037914698,-3.422275592417059,-3.357332146919435,-3.8388531691674856,0.44748832192272703,376,-0.5199966417674917,-0.5312908816412418,-0.5580399926354561,-0.5480150651945325,-0.550386339642482,-0.5168857649842272,-0.5537412655099903,-0.5525457397476348,-0.5649368601472133,-0.5459086624605678,-0.5441747213730838,0.015285626789030959
