GEOID,obesity_cr
6037123602,26.0
6037199202,29.5
36081019800,33.3
6037217100,28.5
6037236100,36.6
36047036502,35.3
6037273100,22.3
36047064600,19.9
36005007000,30.2
6037234800,33.1
6037201501,29.8
36047043700,27.7
36061007500,16.8
6037201601,26.6
36081027700,28.2
36085013302,38.9
6037113101,23.8
6037104404,33.6
36005003300,37.1
36081055700,27.5
36085022300,37.1
36061008300,20.9
36081015500,21.2
36047016700,17.8
36047051400,28.7
36005039901,33.7
6037219300,35.9
36081052500,26.4
36047040400,19.0
36081045400,21.5
36081055900,29.4
6037111302,21.9
36005014100,33.6
6037221900,22.5
36005038301,32.5
36085006400,32.3
36047080000,27.0
36005020601,26.5
36005043600,28.1
36047045800,20.6
36047088000,31.8
36085024700,32.6
6037207102,21.1
36047058800,19.1
6037294900,34.6
36081049200,29.1
36061010000,15.6
6037139503,24.4
36005016600,25.4
36061006900,15.5
6037127910,31.3
6037216401,23.1
36047007500,18.0
6037117408,34.2
36047090000,36.6
36081079702,20.7
36081064101,23.7
36081091900,24.4
36061008000,15.2
36047060000,20.3
36061009000,14.9
36081041100,29.4
36081002200,26.8
36047099600,30.3
6037117201,28.6
36081047000,26.9
36081109300,21.1
36085010500,32.9
36047044000,22.1
6037267403,20.5
36005024300,36.0
36005035600,30.0
36047112400,32.4
6037228310,33.9
36047117000,31.4
6037262200,19.3
36047018700,23.4
6037197300,23.6
36047013300,18.2
36005024800,22.2
36029006901,37.4
36081036300,31.4
6037186301,30.3
36061006800,14.9
36081145900,22.1
36005018301,30.4
36081072900,19.9
6037204600,34.6
36081033401,33.5
36081023800,28.7
6037131600,26.7
6037265510,19.7
36081148300,18.8
36047049900,18.5
36047047600,25.2
36005013100,33.5
36005026500,29.5
36061015001,16.9
36047019700,22.6
36047007100,30.2
6037218210,35.2
36081066400,31.8
36047005400,20.4
36061016002,15.4
36081025100,21.7
36061006700,15.5
36085007700,37.8
6037123206,32.5
36047030900,32.9
6037124400,24.0
36081077902,20.9
36047002100,18.1
36005040400,30.2
6037123510,28.7
36081085300,18.2
6037229410,37.8
6037211921,23.9
36061012500,13.9
36081018300,22.5
6037297602,27.2
6037276601,21.4
6037120105,31.0
36047119400,33.7
6037191500,27.3
36047102200,27.1
6037194401,21.3
36081077904,21.5
36081021400,26.9
36047119200,30.7
36047072400,30.0
6037117520,34.1
6037206031,18.9
6037273402,23.3
36047049200,23.2
36081060300,25.9
36029005801,37.4
36005004600,34.5
36047078400,29.0
36081093401,22.6
36047006600,21.4
6037265700,21.1
6037293304,27.7
36047081800,27.9
36005002000,35.1
36061007900,17.8
6037236000,29.5
36081003800,28.1
36081063000,32.3
36029006501,29.1
36047115000,33.7
6037275101,22.8
36047123700,30.0
36047038100,32.3
36047081000,30.4
6037123304,29.8
36047050900,30.7
36047093800,30.4
6037138000,23.4
36081026901,25.3
6037272301,23.2
6037192420,21.2
6037192300,19.7
36047152200,21.2
36029002800,47.9
36029005000,30.2
6037120030,34.2
6037291120,33.3
6037232110,37.0
6037264102,19.9
36047017100,18.2
36061020800,26.0
36085015602,27.8
36081006202,27.5
6037108101,21.1
6037231600,34.9
6037211704,19.6
36081092200,20.9
6037106641,21.5
36081015801,29.1
6037229300,37.6
36047050000,18.4
6037221401,35.7
36047010200,18.6
36081000200,26.3
6037141102,23.1
36029003302,45.6
6037181000,20.8
6037106520,30.2
6037106010,28.5
36047021900,27.2
36061009500,15.3
6037293301,19.9
6037212501,25.2
6037197700,20.6
36047018400,18.7
36047038900,23.5
6037141600,21.0
36061022500,25.5
36047046000,21.6
6037131300,27.3
36005032800,29.6
6037212204,32.0
36047107000,30.3
6037191902,22.7
6037261101,21.5
36047051700,18.0
6037119320,28.7
6037218701,30.4
6037183620,28.3
36047036001,25.0
36085012200,27.9
36081004200,26.3
36061009800,16.0
36047042300,25.3
6037127300,27.1
36029016700,33.5
36081099704,20.6
6037261102,20.9
6037183221,28.1
36061009700,20.5
36005036300,36.5
6037104124,26.9
36085004000,36.5
36047044300,24.7
36061006500,14.7
36061024500,26.0
36081018600,35.5
6037183610,30.7
6037265410,22.4
6037128500,24.2
36005007500,33.9
36047020500,20.9
36061023200,31.6
6037214100,22.0
36047029200,20.9
36081030904,25.7
6037240401,36.0
36005036000,27.9
36005018102,35.5
36081066501,23.6
36047089800,33.4
36005026900,29.7
36081072100,23.7
36061004700,16.3
36081070900,19.2
36081037100,31.0
36005001600,32.1
6037134720,25.8
36047040200,20.3
36081007900,25.3
36029005500,36.6
6037134304,23.3
6037113303,24.4
36029005600,39.0
6037111204,20.0
36005012101,33.4
36081150701,19.6
36081002800,29.7
36081044301,31.0
36081017200,28.9
36047013600,20.2
6037216800,23.6
36081059300,24.8
36047035900,35.9
36047027800,19.1
6037137103,21.7
6037139802,22.4
36047041500,28.4
36047028600,21.9
36047056800,20.3
36081065000,31.4
36081081400,31.8
6037106604,32.4
36047023000,27.4
36081003200,28.3
36085021300,35.1
36061017401,31.0
6037194102,22.6
36061014000,16.3
36081010000,26.8
36081079200,31.0
36081133900,19.0
6037221302,31.6
36081066300,22.3
36047028400,20.9
36047042500,21.2
6037115202,21.8
6037241002,33.5
36005016700,36.4
36061010100,17.1
6037143902,20.8
36047025600,19.2
36061025500,20.4
6037237710,35.7
36047099000,28.8
6037125502,23.1
6037195903,23.8
6037296902,28.8
6037191410,31.1
6037123103,27.9
36081027600,34.3
6037228500,34.7
36061003602,19.3
6037271901,22.1
36005037800,33.8
36061003200,16.3
36047115200,31.6
6037212102,24.3
6037239310,35.2
36081050800,33.4
36085001100,38.0
6037125501,25.8
36047029100,30.2
6037122410,33.5
36061029500,21.3
36047098800,27.8
36005033202,28.2
6037191710,31.1
36081076901,20.8
36047052000,23.4
6037204820,32.0
36061011100,17.3
36047000700,17.7
36081045800,19.1
36085018901,29.5
36081024300,22.6
36061007700,16.6
36061027500,17.9
36081022001,24.6
36047091600,36.7
36047005100,19.2
36081099802,32.8
36081018401,33.7
36081060100,26.5
36029000800,30.5
36081046000,28.1
36047029300,32.7
6037234502,35.4
36081041300,29.9
6037104204,32.1
36029017100,40.2
36047009000,21.7
36005037000,33.0
36005030000,22.8
36005005002,35.2
36005015200,25.9
36081067900,26.3
36081056500,29.6
6037135201,21.9
6037106020,28.1
6037125100,25.6
6037128210,36.0
36005015300,35.4
36061020600,30.5
36081016900,22.7
36005016200,24.4
6037218600,32.8
36029002300,37.3
36047021100,26.4
6037293307,29.6
6037113213,22.4
36047007400,26.7
36047037401,21.0
6037113211,22.1
36047028200,19.5
36005048400,30.4
36085003300,30.3
36047036002,23.5
6037121101,28.8
6037264103,21.0
36047102400,25.7
36061014200,16.6
36005015700,34.5
36085024800,30.4
36005012701,34.8
36081044601,29.9
6037189800,24.1
36047101400,28.2
36005036902,37.0
36085025100,28.2
6037192410,22.0
6037216300,20.9
36061004900,16.4
36047025000,18.0
36047053200,20.2
6037139401,23.9
36005025400,23.3
36081061602,31.0
6037216100,22.0
36005030701,19.7
36061008603,15.8
36047021200,20.5
36081068000,33.0
36061003002,19.8
36081047200,23.5
36081015900,25.2
36047020200,19.2
6037134800,24.4
36047015300,18.5
6037211122,25.7
36081014500,24.2
36047038200,29.4
6037219500,26.1
36081134100,18.3
36081035800,34.2
36047058400,20.6
36061015300,15.9
36061015200,19.6
36005035900,36.1
6037106646,23.2
36047028900,31.0
36005025600,28.2
36081004002,25.7
6037242600,40.2
6037222002,34.4
36005022404,25.5
36081054500,28.8
36047041600,24.1
36061009600,13.7
36081071900,24.0
6037190401,24.1
36005021100,35.6
36005039500,34.4
36047051500,17.0
6037211202,26.7
6037131702,26.8
36081070300,23.3
36081027300,28.9
36047051601,30.5
36081085500,21.6
6037123020,30.8
36005042200,31.0
36047053100,28.2
36081120300,19.3
36081126700,20.1
36005028400,33.7
6037267902,21.2
6037267100,20.6
36047040600,20.1
6037195803,24.8
36005004300,35.9
36081035700,31.0
6037275302,22.0
36047050803,30.5
36081108500,21.8
36081005800,26.7
6037294620,32.1
36029006902,33.9
6037183220,26.9
6037111301,23.3
36081028700,24.4
6037132001,25.3
36061005200,14.9
6037208802,26.9
36047117400,29.4
36005031600,23.2
6037217001,22.8
6037221402,31.2
36047023100,22.9
36005004100,38.3
36005028800,23.2
36005007200,27.6
6037216900,25.8
6037224320,35.1
6037276100,27.1
36047058000,19.5
6037185202,26.1
36005000200,29.4
36085009700,33.7
36061002800,22.4
6037243100,39.5
36047061600,19.4
36047012801,19.7
6037120108,33.4
6037227010,36.7
36047038800,21.1
36047061004,23.7
36047032900,31.4
36081079000,32.4
36005024400,23.5
36061011203,15.4
36047019600,23.0
36081065702,24.8
36047011200,27.2
36005014400,33.5
36005038000,36.7
36081024500,23.1
36005024600,23.3
6037132102,26.5
6037139600,22.2
36005029301,20.0
6037204920,33.7
6037275602,19.4
6037139303,26.2
36081003400,30.0
36061021100,19.8
36047045400,21.2
6037241202,36.6
36005032400,36.3
36005037200,30.5
6037119800,25.6
36047011800,17.3
6037221601,32.0
36047030700,38.5
36005003100,31.8
36081025500,20.0
36005021001,29.9
36005024700,33.5
36047018200,18.8
36005022701,33.4
6037199300,28.1
36061023300,25.8
6037201301,30.5
36081046500,27.6
6037134101,25.6
36005006200,35.5
36061000600,20.4
6037222600,31.3
36047010400,17.3
36047112000,33.8
6037108201,17.1
36005041400,30.5
6037128220,31.3
36005051600,22.0
6037294520,31.5
36005009800,27.0
36005009300,34.8
36081051300,23.2
36005016000,24.2
36047098400,28.8
36061015002,15.9
36081137700,19.3
36081012602,27.1
36085004700,24.0
6037240020,36.1
36081090700,25.0
36029016800,46.6
6037212702,20.1
36061003100,13.3
6037103400,26.0
36047081400,32.5
36047037402,23.2
36085027702,29.0
6037267402,19.9
36047010100,23.9
36081023500,26.1
36029000900,30.8
6037191901,23.4
36047025300,30.6
6037119201,29.3
6037115101,21.8
36081046100,23.5
36005018900,34.1
36081073100,19.5
36047037300,33.4
6037207103,19.2
6037121900,29.7
36061018100,18.2
6037214501,18.6
36047005800,22.6
36085020100,29.8
