GEOID,% Black,% Ame Indi and AK Native,% Asian,% Nati Hawa and Paci Island,% Hispanic or Latino,% male,% married,% age 18-29,% age 30-39,% age 40-49,% age 50-59,% age >=60,% <highschool,median income,% unemployment,% below poverty line,% food stamp/SNAP,median value units built,median year units built,% renter-occupied housing units,population density
36047019500,0.345392131,0.004753103,0.045682598,0.0,0.099287035,0.51043042,0.348796242,0.230789543,0.222339583,0.137311856,0.111961975,0.181146026,0.017056856,90279,0.025894897,0.090573013,0.036393265,593900,1941,0.526344378,27655.25501
36047120200,0.626078133,0.0,0.254693049,0.0,0.156265855,0.512430238,0.58933162,0.177067478,0.145611365,0.160832065,0.122272958,0.154236428,0.22027439,37173,0.134482759,0.335870117,0.123478261,470300,1951,0.692173913,12885.13209
36047054900,0.014253563,0.0,0.072268067,0.0,0.193548387,0.505376344,0.436306729,0.248562141,0.267816954,0.130032508,0.076019005,0.040010003,0.116029989,101348,0.061478599,0.14232022,0.121062384,1265600,2000,0.806670784,20473.88415
36047068600,0.324887387,0.0,0.08277027,0.0,0.126126126,0.45777027,0.557865558,0.112612613,0.140202703,0.146959459,0.148648649,0.248873874,0.09070122,57607,0.076586433,0.059988681,0.185520362,245300,1956,0.340874811,12006.65233
36081043900,0.017475222,0.01799687,0.146061555,0.0,0.776473657,0.569640063,0.464965986,0.163536776,0.146061555,0.159363589,0.107459572,0.149452269,0.422457793,41161,0.095959596,0.242091503,0.265734266,442400,1957,0.63548951,23284.90914
36061024700,0.2046875,0.003125,0.0453125,0.0,0.635286458,0.4875,0.36350554,0.228255208,0.178515625,0.146223958,0.133854167,0.195833333,0.231908168,49508,0.05222767,0.105729167,0.264795144,502800,1939,0.861532625,11702.69665
36061003400,0.032293292,0.0,0.143837754,0.0,0.208268331,0.485023401,0.16918138,0.358190328,0.268174727,0.105304212,0.088455538,0.118408736,0.120088656,79452,0.068911336,0.354914197,0.080605227,722500,1939,0.924071527,40022.97731
36005011800,0.054259259,0.0,0.053888889,0.001296296,0.262037037,0.566851852,0.344126984,0.333518519,0.112037037,0.082037037,0.122037037,0.21037037,0.080879974,84063,0.054841474,0.099273001,0.028660436,423900,1954,0.305919003,1397.558967
6037103101,0.005005776,0.004620716,0.065845206,0.0,0.245283019,0.527146708,0.606019152,0.114362726,0.143242203,0.110512129,0.176742395,0.264921063,0.150309917,89211,0.065514759,0.070465922,0.058951965,509600,1958,0.147379913,1279.997697
6037190801,0.088005941,0.017823988,0.090605273,0.0,0.43557371,0.528035648,0.262802699,0.300779799,0.166357222,0.088005941,0.111028593,0.222428518,0.14054657,25997,0.199863574,0.404753063,0.085356304,793100,1956,0.962411903,8310.394628
36047051800,0.479297365,0.0,0.059912171,0.0,0.142409034,0.445420326,0.473318713,0.164052698,0.162797992,0.138644918,0.113550816,0.279171895,0.102192801,57424,0.046909492,0.110414053,0.095408895,680100,1939,0.704447633,15844.30043
6037106645,0.045545689,0.0,0.125179032,0.0,0.158693784,0.480091664,0.625452154,0.131767402,0.069034661,0.117444858,0.192494987,0.311085649,0.054158607,110946,0.08057971,0.079060441,0.039404553,676800,1964,0.105078809,1381.430761
36081013600,0.066838046,0.0,0.071979434,0.009768638,0.253470437,0.467866324,0.433313217,0.154241645,0.144987147,0.146529563,0.141388175,0.239588689,0.067715458,75391,0.030754893,0.088946015,0.075919336,360300,1947,0.53024911,12853.47044
36047100600,0.8616,0.0,0.02,0.0,0.0276,0.3964,0.35877106,0.192,0.1196,0.1096,0.1476,0.1912,0.080720093,76161,0.088952654,0.138331997,0.047180667,497800,1959,0.388952819,16444.44737
36047002000,0.050859599,0.034383954,0.078080229,0.0,0.881088825,0.539398281,0.323555556,0.339541547,0.167621777,0.090974212,0.12965616,0.055873926,0.518086348,52563,0.10719323,0.305157593,0.223587224,642000,1939,0.778869779,9062.463484
6037217200,0.273979464,0.009516654,0.068369647,0.0,0.425244177,0.499373904,0.366357378,0.170298022,0.21537691,0.159278738,0.113698973,0.156774355,0.176429809,64222,0.039777247,0.139994991,0.126699629,944000,1946,0.753399258,4346.472532
36047051900,0.047920261,0.0,0.093156987,0.0,0.141652291,0.552808127,0.40668179,0.299789151,0.35652674,0.149127851,0.042936554,0.080314357,0.068570144,131375,0.041852402,0.056737589,0.041792169,1002100,1993,0.847138554,18986.65075
36081009400,0.102491103,0.007117438,0.487900356,0.0,0.308185053,0.502135231,0.552631579,0.166192171,0.113523132,0.156227758,0.147330961,0.174377224,0.320151679,58030,0.077034884,0.118886112,0.125322997,492700,1939,0.426356589,16305.64082
36005025100,0.1946956,0.0,0.095238095,0.0,0.71549126,0.48297167,0.449969431,0.18429777,0.177667269,0.107896323,0.109704641,0.115430983,0.315710723,28209,0.066967384,0.454038577,0.512987013,480200,1944,0.864100186,31720.38642
36085014100,0.155896972,0.0,0.149118843,0.0,0.35924085,0.485314053,0.543766578,0.125621329,0.146859467,0.160867601,0.153637596,0.211929507,0.160948222,70341,0.055263158,0.115068493,0.099173554,358400,1970,0.323494687,7112.165241
36047095400,0.951536643,0.0,0.01465721,0.0,0.025059102,0.452955083,0.447058824,0.190070922,0.124113475,0.130023641,0.122695035,0.23356974,0.158129942,78256,0.0456942,0.091016548,0.067669173,604400,1962,0.490088859,17856.76594
36047043000,0.0,0.0,0.460767468,0.0,0.112542955,0.491122566,0.564907275,0.134020619,0.152348225,0.149198167,0.137457045,0.202176403,0.278444353,36910,0.098668281,0.27233677,0.32628153,630600,1939,0.806346623,21834.68914
6037222100,0.27188831,0.013724562,0.085660199,0.0,0.581874113,0.500473261,0.418439716,0.287032655,0.164931377,0.071699006,0.14789399,0.139611926,0.292319165,46429,0.104656319,0.244202556,0.133445946,493100,1939,0.660472973,8827.615019
36085009602,0.018393624,0.0,0.114040466,0.0,0.09380748,0.503985285,0.516510254,0.142550582,0.15603924,0.139178418,0.148988351,0.237584304,0.110370679,85051,0.098779779,0.052115267,0.083267248,546800,1960,0.399682791,5285.167345
36081025302,0.009006004,0.041694463,0.137758506,0.0,0.516677785,0.532021348,0.305418719,0.18478986,0.204803202,0.220813876,0.114076051,0.132088059,0.284773663,66500,0.027683341,0.109406271,0.090289608,404800,1939,0.841567291,28561.62948
36047016500,0.02765284,0.002332167,0.09228719,0.0,0.074962519,0.471097784,0.649280962,0.100449775,0.196401799,0.216391804,0.104114609,0.145927036,0.018307658,168984,0.026105487,0.038647343,0.0,1196800,1939,0.425531915,32182.83582
36047024900,0.59080353,0.0,0.043195541,0.0,0.083604273,0.475383186,0.322765073,0.243149094,0.249419415,0.136553646,0.116813748,0.120993962,0.088164251,67346,0.076707531,0.142491864,0.116037219,1040200,1939,0.769567597,25570.98234
36061003601,0.122570533,0.035109718,0.248275862,0.0,0.422884013,0.537931034,0.329893361,0.201880878,0.20815047,0.115673981,0.107523511,0.239811912,0.295898049,48832,0.081485588,0.206896552,0.307744108,583300,1962,0.877441077,31980.30254
6037203100,0.011748757,0.012652508,0.021012201,0.0,0.953004971,0.426344329,0.332229913,0.203117939,0.138273836,0.128106643,0.089019431,0.146407592,0.59148265,29299,0.063027295,0.302837684,0.406530612,325000,1944,0.857142857,6735.482418
36061003800,0.157716606,0.000564079,0.11676444,0.0,0.110559567,0.516696751,0.284893739,0.415613718,0.222021661,0.083258123,0.077278881,0.179151625,0.112293475,59784,0.047037161,0.107688662,0.020559211,1030500,1939,0.927014803,43828.03036
36005033700,0.089038219,0.00251995,0.084418312,0.0,0.21251575,0.486350273,0.534668721,0.105417892,0.135237295,0.104577908,0.16799664,0.271314574,0.113013699,92813,0.062836625,0.040319194,0.032295271,626100,1939,0.401384083,5618.375225
36047020800,0.037811251,0.018444513,0.547187212,0.0,0.059637258,0.499231479,0.561164333,0.106055948,0.191822933,0.117430065,0.1331079,0.229941592,0.238416175,59375,0.097019658,0.128315854,0.249754179,916000,1939,0.573254671,22712.3567
36085030302,0.146371464,0.0,0.14099016,0.0,0.381918819,0.522908979,0.577093398,0.16897294,0.158210332,0.116543665,0.140221402,0.141451415,0.122162415,79865,0.04154002,0.164311228,0.132382892,337500,1983,0.273930754,7161.812476
6037189902,0.02286496,0.0,0.132499511,0.0,0.116669924,0.566347469,0.269800514,0.26910299,0.322063709,0.145593121,0.113933946,0.124487004,0.049112037,56378,0.086311695,0.18155169,0.023140496,548600,1969,0.963966942,14024.13456
6037117303,0.044438234,0.000558971,0.157629961,0.0,0.443543879,0.484069312,0.499661934,0.157909447,0.133594187,0.156512018,0.121296814,0.220514254,0.135521886,81517,0.053225806,0.097588334,0.014563107,488100,1961,0.137864078,1987.788711
36081005200,0.074604925,0.0,0.51414921,0.0,0.252480706,0.504226387,0.486155243,0.216832047,0.158030136,0.124954061,0.131569276,0.158030136,0.191004997,65125,0.116983791,0.116476226,0.211096076,596600,1943,0.596752368,20844.50505
6037125320,0.064510132,0.010782673,0.049451571,0.0,0.32664064,0.570180331,0.304288499,0.372745864,0.200966722,0.096672244,0.091094999,0.17791411,0.1137509,34681,0.06010116,0.27198364,0.029411765,395300,1986,0.950389794,8508.19501
36047075200,0.006685769,0.0,0.005730659,0.0,0.0,0.510028653,0.618030842,0.138490926,0.084049666,0.098376313,0.12034384,0.302769819,0.11882716,161875,0.017928287,0.015281757,0.015822785,1071800,1939,0.082278481,6048.876307
6037215101,0.100315679,0.0,0.148018239,0.014731673,0.158891617,0.406874781,0.284798189,0.35145563,0.299193266,0.132585058,0.040336724,0.102069449,0.005061156,64269,0.02147389,0.113644335,0.016129032,677100,1974,0.927718041,8034.222236
36081141700,0.037576235,0.0,0.520361991,0.0,0.149518001,0.481015149,0.625463822,0.167027346,0.101908322,0.118237261,0.168011017,0.269132402,0.122502629,78047,0.075751338,0.046429274,0.053299492,709800,1953,0.146573604,5699.708455
36005021301,0.235855988,0.027920647,0.0,0.0095518,0.783247612,0.366642175,0.404315197,0.166789126,0.159441587,0.105804555,0.134459956,0.129316679,0.324461343,24970,0.104761905,0.391623806,0.610244989,277800,1949,0.830734967,20822.97412
36047083800,0.925271739,0.0,0.005434783,0.0,0.032155797,0.438858696,0.452404318,0.16576087,0.091938406,0.095108696,0.193387681,0.308423913,0.130357143,63750,0.023728814,0.035326087,0.084146341,455300,1939,0.242682927,13234.07775
36047042800,0.018561485,0.0,0.340036092,0.0,0.061613818,0.484660995,0.538864898,0.104408353,0.141531323,0.147976283,0.132766177,0.286414024,0.174815807,53603,0.095314164,0.162670791,0.27744511,665500,1939,0.648037259,23565.79163
6037109601,0.02673147,0.0,0.103483192,0.0,0.614418793,0.536654516,0.523762861,0.182665047,0.105305792,0.16200891,0.139732685,0.193398137,0.151173423,92545,0.095507892,0.060145808,0.062352013,467200,1955,0.172059984,2197.50868
36081001400,0.03371869,0.0,0.178949904,0.0,0.590317919,0.52504817,0.460720614,0.176782274,0.144026975,0.141618497,0.158959538,0.16088632,0.228063943,66938,0.073627845,0.042681456,0.138157895,575600,1939,0.537593985,19438.74828
6037189101,0.004149378,0.0,0.131120332,0.004149378,0.078008299,0.482987552,0.282548476,0.201244813,0.279253112,0.156846473,0.053112033,0.198340249,0.062685094,65451,0.064650059,0.095020747,0.03132162,751900,1960,0.832696715,6100.416398
6037183520,0.002640613,0.012146818,0.019804595,0.0,0.826775812,0.479535252,0.37384773,0.168207024,0.186691312,0.112490098,0.137839979,0.144177449,0.372467962,44276,0.132504056,0.237063127,0.147138965,766200,1946,0.740236149,8858.603863
36047046400,0.030346821,0.0,0.011560694,0.0,0.035043353,0.519869942,0.61270617,0.116690751,0.080563584,0.125722543,0.043352601,0.140895954,0.154285714,57639,0.005701254,0.312772134,0.2528,968400,1942,0.4832,16887.41924
36047076400,0.503538663,0.0,0.058715596,0.0,0.14180865,0.451900393,0.4332893,0.197903014,0.158060288,0.106946265,0.147837484,0.166710354,0.11820964,58807,0.045020464,0.198205331,0.277620397,750000,1941,0.83286119,23623.75379
36047089600,0.905826772,0.0,0.036535433,0.0,0.125984252,0.458897638,0.328096456,0.129133858,0.15496063,0.140472441,0.222992126,0.191181102,0.18123238,35000,0.17899061,0.259527559,0.354219949,476100,1939,0.845907928,21317.88151
36081120500,0.045851528,0.008005822,0.850436681,0.0,0.016011645,0.478165939,0.616525424,0.099708879,0.098253275,0.122634643,0.157569141,0.370087336,0.409926471,22721,0.041330645,0.376234004,0.412682927,735900,1959,0.757073171,13595.81637
36081011300,0.015270604,0.0,0.152032338,0.0,0.316865035,0.514709185,0.401518987,0.229957332,0.233774983,0.123736807,0.120592859,0.158769369,0.149291785,80225,0.052179883,0.078823265,0.085493657,771300,1939,0.72421401,24936.9995
36081067100,0.0,0.002923977,0.261904762,0.0,0.041353383,0.475355054,0.633281972,0.083542189,0.098162072,0.134502924,0.139097744,0.34085213,0.14379085,104716,0.062043796,0.043859649,0.04027618,623200,1943,0.075949367,10455.3812
36081124700,0.004011461,0.0,0.423209169,0.0,0.031518625,0.520916905,0.597494922,0.157020057,0.078510029,0.10487106,0.163610315,0.297994269,0.105800654,64744,0.088435374,0.138395415,0.06266786,705200,1949,0.126230976,7222.801702
6037269602,0.191780822,0.0,0.040393397,0.0,0.350193186,0.458728486,0.29671666,0.26624517,0.218475588,0.152089919,0.080084299,0.13031261,0.152022315,57538,0.040961223,0.216931217,0.062554301,1116800,1961,0.847958297,9801.120226
36005004400,0.426524853,0.004775342,0.022140221,0.0,0.573692208,0.439114391,0.16547992,0.227914044,0.106576948,0.105274582,0.102018667,0.171912307,0.415826222,20884,0.226004084,0.428150499,0.5472273,391000,1954,0.949421085,17357.00346
36081086500,0.007058288,0.0,0.815801457,0.0,0.06489071,0.386384335,0.504933815,0.16370674,0.153916211,0.137522769,0.181010929,0.300546448,0.232514682,27766,0.055016181,0.317167577,0.078908914,362300,1964,0.823672674,27768.82077
36047085600,0.854104254,0.0,0.019472738,0.0,0.083582984,0.452965848,0.29442623,0.217195926,0.12762133,0.174655482,0.123127621,0.215997603,0.1272509,56250,0.060790274,0.144997004,0.162998624,377500,1941,0.786795048,21053.29549
36081046200,0.128636623,0.001426127,0.405733029,0.0,0.324729036,0.429121506,0.443847487,0.207073588,0.149172847,0.097119224,0.132915003,0.198374216,0.238824764,53295,0.05692927,0.086139507,0.167808219,566100,1964,0.776418787,28106.91209
36005038700,0.196024296,0.0,0.005521811,0.0,0.638873551,0.556322474,0.36707989,0.334069575,0.109331861,0.143843181,0.10381005,0.069574821,0.333518313,31788,0.255319149,0.375452268,0.435254804,327300,1939,0.949874687,19244.56322
6037191203,0.052716951,0.01216545,0.290348743,0.0,0.413219789,0.52919708,0.406235879,0.227088402,0.119221411,0.117599351,0.143957826,0.244525547,0.23997709,26167,0.188587335,0.301297648,0.095854922,588000,1955,0.954231434,12022.46534
36047026300,0.622017354,0.017353579,0.022234273,0.001626898,0.137201735,0.446312364,0.181072555,0.267895879,0.21691974,0.084598698,0.088394794,0.1670282,0.158615717,35208,0.087038789,0.287117904,0.421615202,1461500,1939,0.83847981,15426.70225
36081011900,0.0,0.011204482,0.079831933,0.0,0.205882353,0.484593838,0.322162986,0.290616246,0.224089636,0.1267507,0.129551821,0.137955182,0.170902717,68452,0.043390515,0.169467787,0.072271386,663600,1939,0.840707965,12817.63592
36005007700,0.367457962,0.019287834,0.006923838,0.0,0.743818002,0.476755687,0.374753452,0.213155292,0.143422354,0.113254204,0.123145401,0.126607319,0.355004277,39934,0.12004662,0.332838773,0.292561983,384500,1965,0.750413223,17931.89074
36047082600,0.829975523,0.007531538,0.003765769,0.0,0.083411787,0.443607607,0.361067149,0.170589343,0.159292035,0.11598569,0.108830729,0.238373188,0.158940397,52797,0.091042584,0.127659574,0.235685072,453600,1939,0.702453988,26692.33205
36047102000,0.850752688,0.0,0.0,0.0,0.057634409,0.506666667,0.46132287,0.141505376,0.141505376,0.106236559,0.138924731,0.190537634,0.096436059,102401,0.091934085,0.091943958,0.068554396,487800,1960,0.235469449,14813.7293
6037108202,0.068377199,0.019177357,0.450337257,0.0,0.104483534,0.456024335,0.672306176,0.08623198,0.098796455,0.167305912,0.140722127,0.278137812,0.058598726,108304,0.054602184,0.043777278,0.004689755,808900,2006,0.359307359,1260.538526
36029016500,0.258673159,0.0,0.04686549,0.0,0.127814973,0.646378576,0.294936709,0.318928789,0.273889227,0.094948265,0.123554474,0.132684114,0.15356623,70368,0.00625,0.215738285,0.131914894,360000,1939,0.909219858,859.646828
36047024300,0.499639856,0.0,0.036014406,0.0,0.104201681,0.460744298,0.364906398,0.219447779,0.186314526,0.162785114,0.08907563,0.181992797,0.184954927,62415,0.090374107,0.151420318,0.23536369,1197900,1939,0.713187463,27000.92056
36047088200,0.886252946,0.0,0.0,0.0,0.117046347,0.436135114,0.30139165,0.185545954,0.126472899,0.154909662,0.10494894,0.197800471,0.162317453,48091,0.056468479,0.148939513,0.183681514,459400,1945,0.792668506,31345.72388
6037265305,0.00343189,0.001055966,0.375131996,0.0,0.143347413,0.475976769,0.081073753,0.779831045,0.120380148,0.039598733,0.019271383,0.014519535,0.0,18668,0.044973545,0.620328849,0.0,584700,1979,0.984327908,12191.66795
36081047300,0.01584022,0.003902663,0.665977961,0.0,0.176538108,0.48415978,0.442312612,0.206382002,0.186868687,0.101469238,0.104224059,0.26882461,0.198981121,57120,0.061115669,0.123697012,0.0856102,490100,1965,0.613843352,21958.30141
36081118500,0.014084507,0.0,0.61971831,0.0,0.291079812,0.500938967,0.557110862,0.192957746,0.14741784,0.127699531,0.174647887,0.177934272,0.281045752,45583,0.053783045,0.18685446,0.167407407,800300,1947,0.788148148,13742.55612
36005027300,0.283470551,0.002913236,0.01709943,0.0,0.726535782,0.452564915,0.36598354,0.187967068,0.126662445,0.126535782,0.133882204,0.18239392,0.313360625,36902,0.099716568,0.285826053,0.422131148,528300,1941,0.900894188,38849.14035
36047016600,0.0,0.001610306,0.098765432,0.0,0.070853462,0.484702093,0.64189622,0.126140633,0.121309716,0.08749329,0.182501342,0.29468599,0.122254758,96538,0.034669556,0.017713366,0.0,913200,1939,0.121037464,6983.727129
36061002700,0.0,0.0,0.768693222,0.0,0.027253669,0.462613557,0.501567398,0.095737247,0.121593291,0.136967156,0.162823201,0.333333333,0.245644599,74844,0.049930652,0.178197065,0.102773246,758600,1960,0.481239804,24153.77396
6037239202,0.13093981,0.007743752,0.0,0.0,0.864836325,0.521647307,0.448536585,0.190425906,0.161386836,0.152587117,0.093804998,0.085357269,0.544349939,35871,0.108066384,0.222614841,0.322094055,429600,1955,0.740017746,4456.365733
36061020000,0.553610503,0.0,0.017778993,0.0,0.21143326,0.447210066,0.375360924,0.218818381,0.161652079,0.171498906,0.126367615,0.155634573,0.127012522,71016,0.019759036,0.122811816,0.087945413,1205900,1939,0.777103867,28295.46158
36081016600,0.207429569,0.021191723,0.232610322,0.0,0.278982797,0.476938419,0.478559177,0.254300673,0.08526552,0.059087509,0.164796809,0.248815757,0.317987152,56364,0.052272727,0.102301151,0.190789474,473800,1949,0.467105263,19780.93514
36047047000,0.000738552,0.0,0.032127031,0.0,0.03323486,0.555022157,0.642985075,0.111521418,0.125553914,0.09084195,0.0605613,0.153988183,0.157980456,49931,0.034254144,0.278434269,0.245199409,932600,1953,0.522895126,14903.52335
6037294200,0.018102961,0.018102961,0.040543089,0.0,0.899113709,0.484254196,0.50984252,0.195549689,0.106732038,0.123326419,0.107486328,0.180086743,0.339105793,62083,0.038321904,0.154063738,0.066269546,387400,1951,0.367088608,5562.595192
36029000110,0.044554455,0.000353607,0.0,0.0,0.262376238,0.537835926,0.389285714,0.193069307,0.138260255,0.09582744,0.158415842,0.185997171,0.131987578,40633,0.132605304,0.198576512,0.383945841,64200,1939,0.539651838,291.4556469
36081074300,0.02456382,0.00573921,0.2587236,0.0,0.154040404,0.472451791,0.545778509,0.110881543,0.15610652,0.151285583,0.116161616,0.264003673,0.111866502,64387,0.058275058,0.08815427,0.139149641,428000,1954,0.495306461,22527.11166
6037271801,0.046969697,0.0,0.283939394,0.0,0.28030303,0.564242424,0.399870172,0.246060606,0.240606061,0.136363636,0.16969697,0.126363636,0.126467247,55028,0.039645522,0.195151515,0.022632519,930400,1964,0.788564622,6878.625609
36047093000,0.957425743,0.0,0.004620462,0.0,0.006270627,0.464356436,0.401244168,0.126072607,0.151155116,0.147524752,0.163036304,0.225082508,0.096703297,71786,0.080487805,0.113651425,0.0951417,468900,1942,0.462550607,15609.46459
6037183402,0.020374081,0.0250501,0.310621242,0.004008016,0.389779559,0.484635939,0.320665083,0.30260521,0.110888444,0.137274549,0.107214429,0.167334669,0.176,60972,0.055555556,0.163201663,0.057173679,631400,1951,0.681769148,5833.926014
36081035300,0.139235569,0.0,0.058112324,0.0,0.772230889,0.448127925,0.39086758,0.176287051,0.156396256,0.176677067,0.104134165,0.194227769,0.281737194,49310,0.052547771,0.212900673,0.277932961,581200,1939,0.546089385,16539.58793
36047066000,0.005378754,0.0,0.17660242,0.0,0.063648588,0.536978933,0.642898551,0.110264455,0.10623039,0.148812192,0.140295831,0.246077992,0.052219321,105357,0.062557498,0.009433962,0.073816156,576400,1939,0.025069638,14656.03321
36047070600,0.080219072,0.0,0.033505155,0.0,0.044458763,0.43492268,0.617359413,0.108569588,0.101159794,0.162693299,0.076997423,0.274484536,0.121655729,105684,0.050652341,0.024806701,0.068393782,670800,1968,0.186528497,1216.367621
36081036800,0.922720247,0.0,0.0,0.0,0.080370943,0.439335394,0.330344502,0.198995363,0.090803709,0.104714065,0.180834621,0.217156105,0.113348677,69444,0.110692771,0.08423493,0.117149758,393900,1946,0.288647343,11120.70781
36081006502,0.034290493,0.0,0.152773906,0.0,0.257318093,0.476721494,0.375526158,0.29244494,0.285196543,0.145246724,0.06690828,0.119877335,0.08790107,84211,0.068887207,0.127125732,0.032615026,701700,1944,0.867792662,23402.53402
36081002500,0.518528573,0.010587756,0.11687254,0.0,0.329985069,0.437491516,0.30356212,0.176326863,0.078186507,0.124066784,0.105877562,0.255463554,0.268502582,17411,0.190138214,0.408443057,0.560123648,436400,1943,0.991344668,35030.74165
36061020701,0.117918314,0.0,0.247364954,0.0,0.164361001,0.430500659,0.277313848,0.532608696,0.167654809,0.070158103,0.047101449,0.124176548,0.015802469,61641,0.012526096,0.350840336,0.029436501,593800,1939,0.968881413,64260.76834
6037122122,0.007918552,0.013951735,0.009803922,0.0,0.940045249,0.4913273,0.449925999,0.217948718,0.167420814,0.090874811,0.135369532,0.110859729,0.506596306,40156,0.056228374,0.193657984,0.193929174,404500,1976,0.76391231,2569.120432
36047009600,0.036989386,0.0,0.255870055,0.0,0.528626568,0.511418463,0.568958419,0.161788356,0.172402702,0.157928594,0.109038276,0.161788356,0.445224719,43815,0.055744813,0.332472563,0.265229111,786400,1939,0.769811321,41272.83347
6037124105,0.025995126,0.0,0.069049553,0.0,0.551584078,0.502843217,0.445106806,0.250203087,0.148253452,0.151096669,0.138911454,0.104792851,0.16427718,44177,0.070015221,0.168155971,0.049303323,460900,1964,0.833869239,7589.372413
36029004900,0.055446604,0.0,0.033695846,0.0,0.130682831,0.463897308,0.315596684,0.268853628,0.230165805,0.128721697,0.087537886,0.18630772,0.132395624,56806,0.031767581,0.167587805,0.128731343,157400,1939,0.589552239,4992.70099
36081062100,0.003923107,0.0,0.011769321,0.0,0.388387603,0.439387995,0.52074392,0.176147509,0.139270302,0.156924284,0.139270302,0.178501373,0.171176146,66279,0.036009002,0.150393701,0.059623431,619500,1939,0.601464435,9875.213563
36047005900,0.098164405,0.0,0.023942538,0.0,0.287310455,0.506783719,0.406109614,0.273743017,0.234636872,0.142857143,0.081404629,0.144453312,0.086153846,73542,0.011904762,0.11945117,0.179856115,960900,1939,0.915467626,3530.194006
6037237401,0.240577582,0.007342144,0.0,0.0,0.743024963,0.465736662,0.324140068,0.175232501,0.127263828,0.151982379,0.147821831,0.132403328,0.424100156,38625,0.095459837,0.350465002,0.229981378,320200,1939,0.544692737,7920.492676
6037208620,0.061356796,0.021532762,0.326001389,0.017133596,0.516323223,0.500347303,0.379131385,0.197499421,0.188701088,0.130585784,0.093308636,0.205371614,0.184453648,39865,0.105163965,0.229682797,0.092436975,605300,1961,0.917166867,13322.72204
36081085700,0.018942236,0.021005251,0.757501875,0.0,0.162415604,0.500375094,0.538526672,0.134846212,0.150787697,0.151162791,0.170105026,0.260502626,0.306917087,39982,0.033033033,0.213216211,0.143556281,367900,1955,0.826536161,40257.91643
36047035300,0.650166961,0.0,0.03103516,0.0,0.124337065,0.441367118,0.301301073,0.270280888,0.136318994,0.117069338,0.130819093,0.17030053,0.224624625,48208,0.066666667,0.174606299,0.3234714,949000,1939,0.877712032,31232.17079
36047022800,0.014646054,0.0,0.220775698,0.0,0.093300787,0.479251424,0.569830087,0.204773529,0.130187144,0.07675617,0.055600759,0.136696501,0.316656857,31403,0.047502048,0.438137228,0.390532544,729600,1939,0.665088757,22042.20721
36047006200,0.033333333,0.0,0.174814815,0.0,0.147037037,0.512962963,0.518872432,0.113333333,0.188518519,0.132962963,0.105185185,0.222962963,0.113003096,70208,0.041146216,0.159985152,0.137931034,866100,1939,0.733212341,16649.09262
36047092000,0.854314531,0.011206575,0.024280911,0.0,0.231228988,0.423982069,0.294562648,0.146432574,0.121404557,0.110945088,0.197235712,0.188644004,0.23775454,17303,0.17238002,0.447676615,0.577854671,365200,1980,0.670415225,11294.88207
6037185204,0.009600808,0.016169783,0.280949975,0.0,0.335522991,0.496210207,0.480023502,0.093986862,0.124305205,0.209196564,0.143001516,0.267306721,0.118130133,85625,0.03336339,0.094492168,0.025745257,709700,1960,0.264227642,2054.432602
36005009000,0.305801105,0.007458564,0.014917127,0.0,0.677348066,0.452486188,0.416372618,0.179834254,0.139502762,0.117955801,0.11961326,0.180110497,0.275337838,26771,0.111415525,0.34558011,0.395989975,417100,1957,0.794486216,1656.394201
36047105804,0.606149137,0.015303283,0.03311074,0.0,0.193516973,0.460072343,0.436422598,0.130077908,0.08458542,0.10851419,0.126043406,0.334168058,0.213478692,30867,0.113937657,0.291875348,0.389391576,494400,1975,0.96349454,9019.974953
6037194200,0.028374893,0.005159071,0.032960734,0.009744913,0.060762396,0.554313557,0.519440655,0.092863285,0.120378332,0.220120378,0.187732875,0.194325021,0.028489001,137546,0.07564495,0.0361135,0.005191434,1559800,1949,0.210253082,1340.804021
36081040700,0.045621225,0.007010354,0.035591027,0.0,0.917493529,0.541954271,0.414732143,0.172131148,0.205241588,0.137295082,0.09124245,0.090703192,0.456792287,50993,0.039767842,0.20291792,0.302752294,636600,1947,0.863404689,46498.33254
6037212502,0.070683662,0.0,0.451525686,0.0,0.299343376,0.474700657,0.385394681,0.256469679,0.17574353,0.130938586,0.160679799,0.163769795,0.141779789,46910,0.035469108,0.202394747,0.091659785,528800,1967,0.924029727,9085.549449
36047078200,0.940954274,0.0,0.010735586,0.0,0.037375746,0.422664016,0.388148148,0.170775348,0.112922465,0.141153082,0.134592445,0.200795229,0.132177033,64375,0.079872204,0.138170974,0.209080048,530200,1944,0.710872162,29904.34178
36047073600,0.648648649,0.0,0.081656124,0.0,0.181138585,0.513801035,0.429432624,0.158711903,0.14146061,0.165899942,0.147211041,0.15439908,0.107368421,56985,0.073660714,0.234184562,0.198011599,465300,1939,0.597348799,19549.10039
6037127803,0.029090909,0.001497326,0.055614973,0.0,0.643636364,0.476791444,0.430690245,0.171550802,0.185240642,0.117433155,0.092620321,0.159144385,0.281906031,36269,0.064744802,0.307807487,0.153606965,444600,1980,0.773631841,7297.583758
36081097204,0.561379685,0.0,0.013579576,0.0,0.344106464,0.420152091,0.341074523,0.104291146,0.11026616,0.124660511,0.132808256,0.287615426,0.336754086,40833,0.152479645,0.187098845,0.390926641,336400,1964,0.828185328,9402.019315
