param,rmts
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 10}",3.0575509262589016
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 20}",3.0824717625092157
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 30}",3.006818566007749
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 40}",2.925821277151654
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 50}",2.8985952873762835
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 60}",2.8379157518881346
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 70}",2.801871111934154
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 80}",2.784127041896014
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 90}",2.7594146177988166
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 100}",2.761119297193315
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 110}",2.757846987826632
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 120}",2.763427055775592
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 130}",2.758837810580519
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 140}",2.7656181318758555
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 150}",2.757602249136811
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 160}",2.755808354639334
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 170}",2.7719483928698097
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 180}",2.784870105614261
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 190}",2.782172839054242
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 200}",2.793950654986584
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 210}",2.799239173438623
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 220}",2.792098375320169
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 230}",2.789009102831566
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 240}",2.8028936581319406
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 250}",2.795171314964429
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 260}",2.803168289906697
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 270}",2.8009122632867434
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 280}",2.8018294447860397
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 290}",2.8048028089452144
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 300}",2.8018359879431425
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 310}",2.807185334874732
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 320}",2.7985663209578364
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 330}",2.795651377209902
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 340}",2.7981546733224407
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 350}",2.791171085409709
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 360}",2.7883027902015374
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 370}",2.7915904431155347
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 380}",2.796856353092486
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 390}",2.800530131790482
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 400}",2.8022875922330583
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 410}",2.8048551187822066
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 420}",2.8086379445475997
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 430}",2.8065776111675227
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 440}",2.8028008610435946
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 450}",2.7987492922710517
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 460}",2.795064351278578
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 470}",2.7906712903515314
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 480}",2.7883428020236845
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 490}",2.7906111504626168
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 500}",2.790502180134145
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 510}",2.785094260290511
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 520}",2.7905508543582322
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 530}",2.791546216820642
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 540}",2.796453887023663
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 550}",2.8028641226677102
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 560}",2.802414681424309
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 570}",2.8028790891265976
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 580}",2.797536401506998
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 590}",2.7931198308428447
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 600}",2.792539493752372
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 610}",2.7919865336182847
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 620}",2.790197066012909
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 630}",2.789927955697866
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 640}",2.787112204667467
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 650}",2.7878492743774808
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 660}",2.792519712602043
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 670}",2.7952130026714976
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 680}",2.7941138570536914
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 690}",2.796913124845928
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 700}",2.79797499633863
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 710}",2.7989532143190003
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 720}",2.799337861811355
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 730}",2.8035105305874772
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 740}",2.8019356690811885
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 750}",2.8030402954992795
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 760}",2.79763899319238
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 770}",2.7992203993232248
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 780}",2.7964152919973766
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 790}",2.800430770535292
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 800}",2.8032663449871444
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 810}",2.8036415706629763
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 820}",2.8061875592408994
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 830}",2.8066716406893955
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 840}",2.8077583103528894
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 850}",2.812196593551808
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 860}",2.8093856223693905
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 870}",2.8042859726026634
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 880}",2.799712903500698
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 890}",2.7945772775891378
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 900}",2.795721632756046
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 910}",2.7974627113911374
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 920}",2.7986957874876497
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 930}",2.796644124806099
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 940}",2.7998417102372484
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 950}",2.802636803223869
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 960}",2.8023223428696427
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 970}",2.801491387422119
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 980}",2.802642111778191
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 990}",2.804540533398631
"{'model__bootstrap': False, 'model__max_features': 'sqrt', 'model__n_estimators': 1000}",2.804916563292636
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 10}",3.0575509262589016
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 20}",3.0824717625092157
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 30}",3.006818566007749
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 40}",2.925821277151654
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 50}",2.8985952873762835
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 60}",2.8379157518881346
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 70}",2.801871111934154
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 80}",2.784127041896014
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 90}",2.7594146177988166
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 100}",2.761119297193315
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 110}",2.757846987826632
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 120}",2.763427055775592
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 130}",2.758837810580519
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 140}",2.7656181318758555
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 150}",2.757602249136811
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 160}",2.755808354639334
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 170}",2.7719483928698097
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 180}",2.784870105614261
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 190}",2.782172839054242
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 200}",2.793950654986584
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 210}",2.799239173438623
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 220}",2.792098375320169
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 230}",2.789009102831566
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 240}",2.8028936581319406
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 250}",2.795171314964429
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 260}",2.803168289906697
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 270}",2.8009122632867434
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 280}",2.8018294447860397
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 290}",2.8048028089452144
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 300}",2.8018359879431425
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 310}",2.807185334874732
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 320}",2.7985663209578364
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 330}",2.795651377209902
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 340}",2.7981546733224407
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 350}",2.791171085409709
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 360}",2.7883027902015374
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 370}",2.7915904431155347
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 380}",2.796856353092486
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 390}",2.800530131790482
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 400}",2.8022875922330583
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 410}",2.8048551187822066
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 420}",2.8086379445475997
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 430}",2.8065776111675227
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 440}",2.8028008610435946
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 450}",2.7987492922710517
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 460}",2.795064351278578
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 470}",2.7906712903515314
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 480}",2.7883428020236845
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 490}",2.7906111504626168
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 500}",2.790502180134145
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 510}",2.785094260290511
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 520}",2.7905508543582322
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 530}",2.791546216820642
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 540}",2.796453887023663
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 550}",2.8028641226677102
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 560}",2.802414681424309
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 570}",2.8028790891265976
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 580}",2.797536401506998
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 590}",2.7931198308428447
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 600}",2.792539493752372
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 610}",2.7919865336182847
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 620}",2.790197066012909
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 630}",2.789927955697866
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 640}",2.787112204667467
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 650}",2.7878492743774808
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 660}",2.792519712602043
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 670}",2.7952130026714976
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 680}",2.7941138570536914
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 690}",2.796913124845928
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 700}",2.79797499633863
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 710}",2.7989532143190003
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 720}",2.799337861811355
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 730}",2.8035105305874772
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 740}",2.8019356690811885
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 750}",2.8030402954992795
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 760}",2.79763899319238
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 770}",2.7992203993232248
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 780}",2.7964152919973766
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 790}",2.800430770535292
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 800}",2.8032663449871444
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 810}",2.8036415706629763
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 820}",2.8061875592408994
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 830}",2.8066716406893955
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 840}",2.8077583103528894
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 850}",2.812196593551808
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 860}",2.8093856223693905
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 870}",2.8042859726026634
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 880}",2.799712903500698
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 890}",2.7945772775891378
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 900}",2.795721632756046
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 910}",2.7974627113911374
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 920}",2.7986957874876497
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 930}",2.796644124806099
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 940}",2.7998417102372484
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 950}",2.802636803223869
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 960}",2.8023223428696427
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 970}",2.801491387422119
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 980}",2.802642111778191
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 990}",2.804540533398631
"{'model__bootstrap': False, 'model__max_features': 'log2', 'model__n_estimators': 1000}",2.804916563292636
