mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__bootstrap,param_model__max_features,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0.2313622236251831,0.010800188303313437,0.018885183334350585,0.0006111807871319147,False,21,110,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 110}",-4.13579283746556,-3.486498622589585,-23.387534573002878,-67.71794008264473,-1.9358922314049714,-5.8156651239669275,-11.466309917355266,-6.0504728925620865,-16.011955206611585,-12.956150578512217,-15.296421206611583,18.57969400297238,411,-2.8241220406912223e-27,-2.6171775298882434e-27,-2.9916235062331506e-27,-3.128359396471459e-27,-2.9377824078516374e-27,-2.8375809736864217e-27,-2.7255305267407433e-27,-2.908675050369197e-27,-2.747683028895521e-27,-2.7008021522423866e-27,-2.841933661306998e-27,1.4535839820702567e-28
0.24455482959747316,0.006449852338924271,0.019901204109191894,0.0005828138732987171,False,21,120,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 120}",-4.065794675925939,-3.5241681712963473,-23.73355775462974,-67.89699560185191,-1.9072879166666972,-5.8582073611111,-11.474629444444371,-6.103617777777923,-16.075619722222264,-12.921512222222054,-15.356139064814835,18.64508726830523,412,-3.4168195341472756e-27,-3.0649875704187047e-27,-3.566177198869121e-27,-3.523578709987186e-27,-3.3311181147161226e-27,-3.29376796573423e-27,-3.246629501846737e-27,-3.398863557352245e-27,-3.2030972592402552e-27,-3.1701260932424464e-27,-3.3215165505554324e-27,1.49990909084069e-28
0.2707676410675049,0.009494079894010557,0.021282553672790527,0.00048382306694596427,False,21,130,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 130}",-4.038818639053284,-3.5449182445760017,-23.998903155818653,-67.79360256410267,-1.9418594082840734,-5.887800473372757,-11.586359171597618,-6.111937514793057,-16.0453384615385,-12.832989940828238,-15.378252757396487,18.62274644766059,413,-4.294032860753041e-27,-3.73236389623568e-27,-4.327427972407397e-27,-4.0742036218314525e-27,-3.886218604757357e-27,-4.008830128311708e-27,-4.016042570873729e-27,-4.184504622143783e-27,-3.914038026068008e-27,-3.955251983565269e-27,-4.039291428694742e-27,1.766569672667617e-28
0.28765525817871096,0.013398671690761428,0.023999762535095216,0.004047818129704268,False,21,140,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 140}",-4.092044897959224,-3.5371235544218322,-24.12031709183685,-67.83150935374165,-1.9282553061225152,-5.872212959183669,-11.598642142857125,-6.151248265306303,-16.050426632653117,-12.829062755101882,-15.401084295918418,18.635970358453086,421,-5.258020886933117e-27,-4.5690823630401004e-27,-5.2075337889989724e-27,-4.842291189881644e-27,-4.609781146068646e-27,-4.9085823379237884e-27,-4.920946525172967e-27,-5.2328846659803605e-27,-4.802198810133983e-27,-4.8866874230033684e-27,-4.923800913713695e-27,2.313486191973961e-28
0.31503987312316895,0.00840622622251751,0.025654411315917967,0.002346449991864412,False,21,150,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 150}",-4.020427703703758,-3.5326072592593296,-24.381448222222343,-67.83903918518533,-1.9255092444445192,-5.8976351111111125,-11.598798044444454,-6.168553777777982,-16.02123626666677,-12.688338755555408,-15.4073593570371,18.65506095891836,422,-6.160740716141029e-27,-5.5125600056844305e-27,-6.0850100692398116e-27,-5.625104161495962e-27,-5.405468113000141e-27,-5.834093270971656e-27,-5.834093270971656e-27,-6.3005837523937794e-27,-5.787469981552879e-27,-5.826623241175278e-27,-5.8371746582626615e-27,2.683626948633312e-28
0.3278008222579956,0.007374495446481805,0.028445005416870117,0.001890871843586928,False,21,160,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 160}",-3.95951289062506,-3.5497336588542456,-24.543323763020965,-67.83433274739603,-1.9230749218750938,-5.9155705468749975,-11.639902656250008,-6.125715156250219,-15.964948203125095,-12.656509218749866,-15.411262376302158,18.66507546326544,424,-6.983785593921618e-27,-6.429742284821394e-27,-6.992988971149196e-27,-6.403183967678953e-27,-6.166638390527681e-27,-6.777635310424576e-27,-6.784847752986596e-27,-7.289203557859328e-27,-6.769134931690766e-27,-6.818591680687478e-27,-6.741575244174757e-27,3.1207951359865434e-28
0.3561785936355591,0.010841948919429384,0.027667522430419922,0.0023670817330731964,False,21,170,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 170}",-3.9296514417532418,-3.5355024798155377,-24.440800692041645,-67.82159146482142,-1.9305305882353896,-5.916181730103821,-11.642447958477518,-6.155047612456976,-15.99300782006929,-12.613615847750719,-15.397837763552555,18.657887961078195,418,-8.143674078231579e-27,-7.716900328507012e-27,-8.169969441738945e-27,-7.582531020984365e-27,-7.260868962079962e-27,-8.081026716275455e-27,-8.034661014091037e-27,-8.589761504132271e-27,-8.071238401369856e-27,-8.112967533335833e-27,-7.976359900074631e-27,3.4901370920276927e-28
0.37257871627807615,0.012941984278614382,0.02986409664154053,0.002156250918786853,False,21,180,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 180}",-3.9068742283951483,-3.5377198559671625,-24.32773456790132,-67.88943605967097,-1.9476058024692438,-5.9196149382716134,-11.693789444444487,-6.191605864197768,-15.978578148148236,-12.605962962962831,-15.399892187242878,18.6686033165929,420,-8.904398944499707e-27,-8.707972579099675e-27,-9.026672384808964e-27,-8.350355635399484e-27,-8.127392418459874e-27,-9.025599104665806e-27,-9.046463670648794e-27,-9.479725398838751e-27,-9.002158666339239e-27,-9.082525883458898e-27,-8.87532646862192e-27,3.6918067615456942e-28
0.3868164300918579,0.009415220458170928,0.02884368896484375,0.001096950320330172,False,21,190,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 190}",-3.867999584487627,-3.531902216066559,-24.223886611265016,-67.90910867959393,-1.947268587257747,-5.942676454293637,-11.693369362880935,-6.191472077562546,-15.997866925207836,-12.58574736842093,-15.389129786703677,18.671195937206008,416,-9.744009901289938e-27,-9.849191355319407e-27,-1.0017218728131482e-26,-9.225465332924659e-27,-9.135331266502265e-27,-1.0062387722956279e-26,-1.021307625505564e-26,-1.0455981017055122e-26,-9.990005710101715e-27,-1.0035856237817417e-26,-9.872852352715391e-27,3.915430182772063e-28
0.4065587282180786,0.013775647994051048,0.03010697364807129,0.0014963154993366415,False,21,200,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 200}",-3.8829679166667592,-3.5540367500000856,-24.176514041666646,-67.8040573333334,-1.9441311000001176,-5.950583700000019,-11.707027700000088,-6.2255231000002285,-16.012960650000068,-12.609549449999868,-15.386735174166727,18.634652719017943,415,-1.0067442872430553e-26,-1.0582306089904799e-26,-1.0437681590614281e-26,-9.64382456632687e-27,-9.667764079920005e-27,-1.059610847254581e-26,-1.0817633494093587e-26,-1.0889500332479437e-26,-1.0573183208687958e-26,-1.0747312179113886e-26,-1.040227568861172e-26,4.308449390171887e-28
0.422562575340271,0.00936232018957733,0.030859494209289552,0.001781896047093554,False,21,210,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 210}",-3.863240022675829,-3.532399546485356,-24.19601069538926,-67.83489712773998,-1.9598149659864856,-5.959235283446704,-11.73472712018152,-6.19366380952402,-16.032188571428634,-12.590357324262888,-15.38965344671207,18.646648920408417,417,-1.0145014194777286e-26,-1.0961485231681033e-26,-1.0663295809507491e-26,-9.769779357527157e-27,-9.920714744059444e-27,-1.1086812153997574e-26,-1.1174649400913612e-26,-1.1072644856107891e-26,-1.1038385753938292e-26,-1.1317610315982235e-26,-1.0715039181849201e-26,5.345832449502431e-28
0.44109377861022947,0.011247709865378385,0.03216090202331543,0.0007836372541511689,False,21,220,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 220}",-3.8074445592287307,-3.532172004132297,-24.044441150137683,-67.87917190082639,-1.9724846694215672,-5.968293471074403,-11.775106776859639,-6.200593677686175,-16.00110355371907,-12.60424144628085,-15.378505320936682,18.652666522256645,414,-1.0861562850353037e-26,-1.1829232227424146e-26,-1.1442427430230776e-26,-1.0421904372509861e-26,-1.0585547395937136e-26,-1.2155799176582781e-26,-1.2173315108519117e-26,-1.1825572342135978e-26,-1.1951532499736982e-26,-1.2285365555464796e-26,-1.155322589588946e-26,6.557132026223135e-28
0.4542424201965332,0.01498662034025382,0.033685922622680664,0.0010245868047326031,False,21,230,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 230}",-3.866559987397658,-3.519242879647186,-24.08040623818519,-68.01131474480151,-1.9646657844991338,-5.98304778827978,-11.764389149338509,-6.1910438941401384,-15.997668241966025,-12.61348449905467,-15.399182320730977,18.68904524701357,419,-1.1538405507032666e-26,-1.2731163195726835e-26,-1.2231288335451788e-26,-1.1148445266218413e-26,-1.1231061005237988e-26,-1.3229680356620789e-26,-1.3040353739367746e-26,-1.2583651572851222e-26,-1.2803888658227211e-26,-1.31482827905637e-26,-1.2368622042729836e-26,7.522395303469416e-28
0.4788259744644165,0.010889227819273796,0.034778499603271486,0.0014326499856887936,False,21,240,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 240}",-3.9128192708333844,-3.5126457465278254,-24.075939901620277,-68.04240923032403,-1.961097847222295,-5.987763263888901,-11.7542700347224,-6.184905069444683,-16.013182395833375,-12.638020798610956,-15.408305355902812,18.695366110293246,423,-1.2662795250607682e-26,-1.3977826379611108e-26,-1.3478214472971135e-26,-1.2331473670414857e-26,-1.2343837857664035e-26,-1.4669335409446988e-26,-1.4313865026033112e-26,-1.3727854067868933e-26,-1.4111916634296533e-26,-1.4342714796281194e-26,-1.359598335651956e-26,8.18901113535276e-28
0.4988656997680664,0.009290731803712846,0.036124014854431154,0.0012828451700155018,False,21,250,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 250}",-3.897483093333373,-3.510506480000041,-24.203856613333215,-68.06272173333328,-1.955132320000072,-6.019234719999983,-11.781336416000238,-6.208476640000228,-15.99299692800002,-12.68153583999987,-15.431328078400032,18.7045770687939,425,-1.365413045483542e-26,-1.494496984941207e-26,-1.4510044537000218e-26,-1.3421942395065368e-26,-1.3392217901500612e-26,-1.581328031723034e-26,-1.5282908201687462e-26,-1.4724201490365218e-26,-1.5281620265515673e-26,-1.5343441201761565e-26,-1.4636875661437395e-26,8.261884960401003e-28
0.5326987028121948,0.011090015639773347,0.037361884117126466,0.001308458471887506,False,21,260,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 260}",-3.904399186390545,-3.497014003944814,-24.28049625246533,-68.08946538461531,-1.939785266272255,-5.990948905325416,-11.764630236686683,-6.211511804733931,-15.988740295857989,-12.71340624260342,-15.438039757889566,18.71837245229144,430,-1.500807872182975e-26,-1.6193473708741858e-26,-1.59523452253793e-26,-1.4847414050799736e-26,-1.4634045958339957e-26,-1.7284876187116915e-26,-1.6610255220333625e-26,-1.6167977938941142e-26,-1.6794172505665153e-26,-1.6649408479956022e-26,-1.6014204799710346e-26,8.55561459347443e-28
0.5426450490951538,0.01368417111593134,0.038358521461486814,0.0013841316268776453,False,21,270,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 270}",-3.9429807498856984,-3.492587608596271,-24.406091312299804,-68.13496620941922,-1.9499721536351728,-5.984037585733864,-11.82584030178362,-6.200139314129137,-15.962893772290798,-12.641256241426472,-15.454076524920007,18.73502075539827,435,-1.7058854121769308e-26,-1.8200072897989036e-26,-1.8194024964382344e-26,-1.702624787102017e-26,-1.6674909616157452e-26,-1.9497035355782402e-26,-1.8702636325022696e-26,-1.8320892043704316e-26,-1.9090820287200024e-26,-1.8625102567480974e-26,-1.813905960505087e-26,8.883996227011098e-28
0.5655260801315307,0.01612753485183157,0.039892578125,0.0009139873745553417,False,21,280,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 280}",-3.9331053996598637,-3.5193224702381105,-24.321634566326342,-68.0242322916665,-1.9413898214286278,-5.979046530612206,-11.824842117347313,-6.20188992346957,-15.965445127551016,-12.663111785714186,-15.437402003401374,18.699244340967375,429,-1.8880596905559697e-26,-1.9561646820400502e-26,-2.0101753586841823e-26,-1.8623428250457647e-26,-1.812795920517026e-26,-2.1110561791800172e-26,-2.020617301196965e-26,-1.9927463624394422e-26,-2.0836746561677743e-26,-2.015851937361344e-26,-1.9753484913188536e-26,9.0850150025073e-28
0.5736308336257935,0.014192179765899949,0.04083852767944336,0.001633638101077923,False,21,290,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 290}",-3.943853190646028,-3.5181102259215216,-24.30993785176356,-68.0136820650018,-1.9436068965517819,-5.980029488703872,-11.831762996433213,-6.182240570749292,-15.97514563614742,-12.64697231866822,-15.434534124058672,18.69603414935183,426,-2.0561922448220745e-26,-2.089245516750835e-26,-2.2016319003813218e-26,-2.0439123100641343e-26,-1.9690225781550812e-26,-2.2716103023552846e-26,-2.1670556439294205e-26,-2.1586840588127893e-26,-2.252368535948751e-26,-2.1582976779612525e-26,-2.1368020769180945e-26,9.117344506942732e-28
0.5913262367248535,0.013482603356821738,0.041711831092834474,0.002701872714112315,False,21,300,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 300}",-3.9966447037036628,-3.5230768518518385,-24.22091812962942,-68.0651723518517,-1.9389461111111665,-5.998194311111061,-11.830276688889294,-6.181726577777941,-15.965364533333291,-12.63926908888893,-15.435958934814831,18.702322166419783,428,-2.247122879249067e-26,-2.2482272845163764e-26,-2.3991100803216484e-26,-2.2161206456738812e-26,-2.1293963902662982e-26,-2.4395314204331875e-26,-2.3289749794467847e-26,-2.3382996373305402e-26,-2.4315977336149648e-26,-2.3212473624160483e-26,-2.3099628413268798e-26,9.48645405280815e-28
0.6082839488983154,0.019742765510556433,0.04624395370483399,0.0034924740376608646,False,21,310,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 310}",-4.018370100589618,-3.548289663544891,-24.344726396114936,-68.0601022545957,-1.9337656191467691,-5.984707533818899,-11.847850176899493,-6.157869344433033,-15.970567700312126,-12.622102101977195,-15.448835089143268,18.705986743418556,433,-2.4695290637943775e-26,-2.424511401469765e-26,-2.626380907115822e-26,-2.4277720265446787e-26,-2.3176668998584737e-26,-2.646322452175695e-26,-2.5183788728701349e-26,-2.544395183540281e-26,-2.630223250028327e-26,-2.5017902549774873e-26,-2.5106970312375042e-26,1.002982502786216e-27
0.6324962139129638,0.017752139317452405,0.047873616218566895,0.003709315860205538,False,21,320,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 320}",-4.002180664062448,-3.546430696614556,-24.348212646484132,-68.02728190104145,-1.943476660156287,-5.978579101562454,-11.864789550781698,-6.145622968750146,-15.982079042968655,-12.63414121093766,-15.447279444335948,18.697774031675557,432,-2.637056824699813e-26,-2.5521490959345247e-26,-2.8004825088980995e-26,-2.607185291755444e-26,-2.478968026013379e-26,-2.809169101736747e-26,-2.6620610321949614e-26,-2.7142997233227394e-26,-2.7834876544712667e-26,-2.6457557602601075e-26,-2.669061501928708e-26,1.0358119078262984e-27
0.6501851081848145,0.018050984239580962,0.05011794567108154,0.0032703323861732834,False,21,330,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 330}",-3.9728935720844256,-3.535422865013738,-24.247323523109632,-68.0746154116925,-1.9447912396694498,-5.957373186409505,-11.879652470156557,-6.136345436180096,-16.003554049586626,-12.605893590450176,-15.43578653443527,18.710450775144068,427,-2.864616900492568e-26,-2.7595143325536214e-26,-3.0425576253469204e-26,-2.852494737915671e-26,-2.688798587121309e-26,-3.037056527973165e-26,-2.8699339303217715e-26,-2.9551953048942304e-26,-2.994245529622885e-26,-2.8497133324246776e-26,-2.891412680866682e-26,1.1026430979237701e-27
0.6901681900024415,0.01918863337300091,0.04944281578063965,0.002905585722915332,False,21,340,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 340}",-4.003531242791172,-3.525693166089919,-24.328326744521064,-68.09784877450959,-1.9543386332180102,-5.968840276816555,-11.880481193772102,-6.1412028200692985,-15.994362993079397,-12.546212214533123,-15.444083805940021,18.718920391601937,431,-3.020600996818269e-26,-2.866957187844723e-26,-3.187523964363035e-26,-3.044608663700495e-26,-2.827921452398001e-26,-3.173397451118792e-26,-2.98999534025598e-26,-3.1082278808262477e-26,-3.1178358846677965e-26,-2.97495224576948e-26,-3.0312021067762816e-26,1.1469437739590998e-27
0.7027786493301391,0.020011556311728133,0.049829292297363284,0.002274684166833975,False,21,350,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 350}",-4.005129673469331,-3.532874748299268,-24.390898789115358,-68.12079793197252,-1.9587057959183745,-5.968471151020365,-11.892175053061692,-6.133815461224556,-15.996218073469143,-12.572689273469694,-15.457177595102033,18.727242547568185,437,-3.2213135064700017e-26,-3.0452660477881794e-26,-3.404565894752843e-26,-3.301067343987846e-26,-3.0250529628520875e-26,-3.3794929973285326e-26,-3.1965030260406934e-26,-3.3251678496024554e-26,-3.3127263861829694e-26,-3.163222755361655e-26,-3.237437877036726e-26,1.2450138699412324e-27
0.7223239660263061,0.019832135813234054,0.05016794204711914,0.0015060979738164338,False,21,360,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 360}",-4.0016375385801854,-3.517737885802397,-24.51055084876513,-68.05345906635772,-1.9659218981481572,-5.944243179012304,-11.892555339506618,-6.119908009259288,-16.006070339505932,-12.568471280864538,-15.45805553858023,18.716727670104106,438,-3.3079830245902833e-26,-3.0905729591113725e-26,-3.480165064836523e-26,-3.477456642395264e-26,-3.174144454098429e-26,-3.453678120823602e-26,-3.267081928254753e-26,-3.411639884176396e-26,-3.3789263054129454e-26,-3.229860572890039e-26,-3.327150895658961e-26,1.2831779325788724e-27
0.7220386981964111,0.025655907639879245,0.05207657814025879,0.001789657056764028,False,21,370,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 370}",-4.005473910396819,-3.5061128804479273,-24.6033245556364,-68.11829561723853,-1.9631059167275366,-5.947307202337423,-11.901688794741123,-6.106084441197915,-15.991394258582682,-12.57903247626043,-15.47218200535668,18.74031409885485,455,-3.3510548300153506e-26,-3.122206281410735e-26,-3.541354375718166e-26,-3.637279861793041e-26,-3.303195658511728e-26,-3.497004293642598e-26,-3.3068018797927384e-26,-3.477582216172014e-26,-3.4176674254603706e-26,-3.2664894776157296e-26,-3.392063630013247e-26,1.438196486284586e-27
0.7439604520797729,0.026169691113358203,0.05359334945678711,0.002878372340280766,False,21,380,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 380}",-3.9997027354569883,-3.5037227954754395,-24.632518224838094,-68.1524915743302,-1.9701527146814328,-5.946328711911293,-11.92119265928018,-6.1100837396120875,-15.984232603877938,-12.559532659280212,-15.477995841874385,18.751104078489067,461,-3.4374876898640665e-26,-3.166461378193634e-26,-3.617637225253038e-26,-3.8123543920250913e-26,-3.468953043821025e-26,-3.562998143085087e-26,-3.373130592639893e-26,-3.561246549891454e-26,-3.473151715741058e-26,-3.3283104138616214e-26,-3.480173114437597e-26,1.666152275454586e-27
0.7803745269775391,0.013735977421805755,0.053296136856079104,0.001687187556604426,False,21,390,"{'model__bootstrap': False, 'model__max_features': 21, 'model__n_estimators': 390}",-4.014125553363926,-3.504551501205261,-24.666159248301245,-68.0975314814811,-1.9631307166337906,-5.940021591058455,-11.928201669954344,-6.112581328073489,-15.969851558185246,-12.518220986193764,-15.471437563445061,18.737555571778156,451,-3.515663805571469e-26,-3.2624131596320164e-26,-3.7134312345103764e-26,-3.9769370722177014e-26,-3.6387030312628686e-26,-3.653952195536855e-26,-3.463028537430793e-26,-3.6693559121514564e-26,-3.5561205639277316e-26,-3.4102489131108635e-26,-3.585985442535213e-26,1.843834753095045e-27
